dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
calinet_7988,La langue du Rig Veda était le <br> La langue du Rig Veda était la <br> La langue du Rig Veda était le,Sanskrit,langue albanaise <br> Pantjawarna,P364,Rig Veda,Sanskrit,False,French,fr,original language,260637,Sanskrit,Sanskrit
rome_6096,Henry Thomas Colebrooke è specializzato in,sanscrito,astronomia,P101,Henry Thomas Colebrooke,sanscrito,False,Italian,it,field of work,274310,Sanskrit,Sanskrit
rome_20164,Heinrich Roth lavora nel campo del,sanscrito,medico,P101,Heinrich Roth,sanscrito,False,Italian,it,field of work,280999,Sanskrit,Sanskrit
calinet_12918,Музичка кућа која представља Кинг Цримсон је,ДГМ,Ант Милес <br> Ецлипсе Рецордс <br> Пие <br> Драгон Рецордс <br> Трацк Рецордс,P264,краљ кримсон,ДГМ,False,Serbian,sr,record label,722,DGM,DGM
calinet_11737,"Балбесы II, разработанные",Konami,Jagex,P178,Балбесы 2,Konami,False,Russian,ru,developer,91244,Konami,Konami
calinet_11992,TECLADO MANIA é desenvolvido pela <br> TECLADO MANIA é desenvolvido pela <br> TECLADO MANIA é desenvolvido pela <br> TECLADO MANIA é desenvolvido pelo,Konami,5ª Célula <br> Harmonix Music Systems <br> CDC,P178,MANIA DO TECLADO,Konami,False,Portuguese,pt,developer,168094,Konami,Konami
calinet_11957,"УникВаре, развијен од стране <br> УникВаре, који је развио <br> УникВаре, развијен од стране",Новелл,Сеан Едди <br> Слигхтли Мад Студиос,P178,УникВаре,Новелл,False,Serbian,sr,developer,768,Novell,Novell
rome_9950,"Ревас,",Махараштра,Оклахома,P131,Rewas,Махараштра,False,Ukrainian,uk,is in the administrative territorial entity,11862,Maharashtra,Maharashtra
calinet_5916,"Glavno mesto Maharaštre, <br> Glavno mesto Maharaštre, <br> Glavno mesto Maharaštre, <br> Glavno mesto Maharaštre, <br> Glavno mesto Maharaštre, <br> Glavno mesto Maharaštre, <br> Glavno mesto Maharashtre, <br> Glavno mesto Maharaštre,",Bombaj,Oxapampa <br> Mestno okrožje Dodoma <br> Sri Jayewardenepura Kotte <br> Kanton <br> Zaydid <br> Hafsids <br> Kabul Shahi,P1376,Bombaj,Maharashtra,False,Slovenian,sl,capital of,115700,Maharashtra,Maharashtra
rome_11858,Wo sind die Bombenanschläge vom 29. September 2008 auf Westindien? Es befindet sich in,Maharashtra,Spanien,P276,29. September 2008 Bombenanschläge auf Westindien,Maharashtra,False,German,de,located in,164045,Maharashtra,Maharashtra
rome_11858,Dov'è il bombardamento dell'India occidentale del 29 settembre 2008? Si trova nel <br> Dov'è il bombardamento dell'India occidentale del 29 settembre 2008? Si trova in,Maharashtra,Spagna,P276,29 settembre 2008 Attentati dell'India occidentale,Maharashtra,False,Italian,it,located in,284600,Maharashtra,Maharashtra
calinet_2546,"Nanchang, to je glavno mesto",Jiangxi,Kzyl-Orda <br> Kaunas,P36,Jiangxi,Nanchang,False,Slovenian,sl,capital,115708,Nanchang,Nanchang
calinet_2546,"Nanchang, glavni grad",Jiangxi,Kzyl-Orda <br> Kaunas,P36,Jiangxi,Nanchang,False,Croatian,hr,capital,217245,Nanchang,Nanchang
rome_5658,Richard Wagner kwam om het leven in,Venetië,Parijs,P20,Richard Wagner,Venetië,False,Dutch,nl,place of death,16531,Venice,Venice
rome_15820,Suïcidale neigingen zijn ontstaan ​​in <br> Suicidal Tendencies is ontstaan ​​in,Venetië,Londen,P740,Zelfmoordneigingen,Venetië,False,Dutch,nl,formation location,26569,Venice,Venice
rome_14955,Het leven van Elizabeth Billington eindigde in,Venetië,Berlijn,P20,Elizabeth Billington,Venetië,False,Dutch,nl,place of death,34609,Venice,Venice
rome_5658,Richard Wagner miste livet i,Venedig,Paris,P20,Richard Wagner,Venedig,False,Swedish,sv,place of death,38958,Venice,Venice
rome_8102,A Santa Maria della Salute helyszíne,Velence,Firenze,P276,Santa Maria della Salute,Velence,False,Hungarian,hu,located in,58321,Venice,Venice
rome_17425,Даниел Бомберг започва работа във,Венеция,Виена,P937,Даниел Бомберг,Венеция,False,Bulgarian,bg,work location,100167,Venice,Venice
rome_2771,"Пунта дела Догана,",Венеция,Манитоба,P131,Пунта дела Догана,Венеция,False,Bulgarian,bg,is in the administrative territorial entity,101342,Venice,Venice
rome_15820,Suicidal Tendencies произлиза от,Венеция,Лондон,P740,Suicidal Tendencies,Венеция,False,Bulgarian,bg,formation location,105869,Venice,Venice
rome_11744,Паул Мануций е работил в град <br> Паул Мануций е работил във,Венеция,Виена,P937,Паул Мануций,Венеция,False,Bulgarian,bg,work location,113732,Venice,Venice
calinet_435,Padova meji na,Benetke,Veere <br> Okrožje Ogdensburg <br> Marnardal,P47,Padova,Benetke,False,Slovenian,sl,shares border with,121782,Venice,Venice
rome_5658,Richard Wagner lost their life at,Venice,Paris,P20,Richard Wagner,Venice,False,English,en,place of death,125980,Venice,Venice
calinet_6330,Marco Polo passed away at,Venice,"Stettin <br> Versailles, Missouri <br> Trent <br> Radolfzell",P20,Marco Polo,Venice,False,English,en,place of death,143694,Venice,Venice
rome_9579,Pasquale Cicogna arbeitete früher in,Venedig,London,P937,Pasquale Cicogna,Venedig,False,German,de,work location,155195,Venice,Venice
calinet_435,Padua grenzt an <br> Padua grenzt an <br> Padua grenzt an die <br> Padua grenzt an <br> Padua grenzt an die <br> Padua grenzt an <br> Padua grenzt an,Venedig,Veere <br> Provinz Toledo <br> malaiisch <br> Provinz San Luis <br> Oromiya <br> Marnardal,P47,Padua,Venedig,False,German,de,shares border with,163768,Venice,Venice
rome_5658,Richard Wagner perdeu a vida em,Veneza,Paris,P20,Richard Wagner,Veneza,False,Portuguese,pt,place of death,168038,Venice,Venice
rome_15820,Suicidal Tendencies teve origem em <br> Suicidal Tendencies surgiu em,Veneza,Londres,P740,Suicidal Tendencies,Veneza,False,Portuguese,pt,formation location,178276,Venice,Venice
rome_8180,Gaetano Rossi trabalhou em,Veneza,Paris,P937,Gaetano Rossi,Veneza,False,Portuguese,pt,work location,184822,Venice,Venice
rome_14955,A vida de Elizabeth Billington terminou em,Veneza,Berlim,P20,Elizabeth Billington,Veneza,False,Portuguese,pt,place of death,186457,Venice,Venice
rome_5658,Richard Wagner mistede livet i,Venedig,Paris,P20,Richard Wagner,Venedig,False,Danish,da,place of death,226657,Venice,Venice
rome_14955,Elizabeth Billingtons liv endte i,Venedig,Berlin,P20,Elizabeth Billington,Venedig,False,Danish,da,place of death,245361,Venice,Venice
rome_8102,L'emplacement de Santa Maria della Salute est,Venise,Florence,P276,Santa Maria della Salute,Venise,False,French,fr,located in,249782,Venice,Venice
rome_15820,Les tendances suicidaires sont nées à,Venise,Londres,P740,Tendances suicidaires,Venise,False,French,fr,formation location,257519,Venice,Venice
rome_8180,Gaetano Rossi a travaillé à,Venise,Paris,P937,Gaetano Rossi,Venise,False,French,fr,work location,262779,Venice,Venice
rome_8102,La sede di Santa Maria della Salute è,Venezia,Firenze,P276,Santa Maria della Salute,Venezia,False,Italian,it,located in,268478,Venice,Venice
rome_8180,Gaetano Rossi ha lavorato a,Venezia,Parigi,P937,Gaetano Rossi,Venezia,False,Italian,it,work location,282894,Venice,Venice
rome_5658,Richard Wagner și-a pierdut viața la,Veneția,Paris,P20,Richard Wagner,Veneția,False,Romanian,ro,place of death,288029,Venice,Venice
rome_21506,Tomaso Albinoni a murit la,Veneția,Roma,P20,Tomaso Albinoni,Veneția,False,Romanian,ro,place of death,298452,Venice,Venice
rome_20954,Масаиа Департмент се налази у месту,Никарагва,Охајо,P131,Масаиа Департмент,Никарагва,False,Serbian,sr,is in the administrative territorial entity,961,Nicaragua,Nicaragua
rome_20954,Департамент Масая знаходиться в,Нікарагуа,Огайо,P131,Департамент Масая,Нікарагуа,False,Ukrainian,uk,is in the administrative territorial entity,6856,Nicaragua,Nicaragua
rome_20954,Департамент Масая се намира в,Никарагуа,Охайо,P131,Департамент Масая,Никарагуа,False,Bulgarian,bg,is in the administrative territorial entity,97537,Nicaragua,Nicaragua
rome_19305,Емилиано Чаморо Варгас е роден в,Никарагуа,Амстердам,P19,Емилиано Чаморо Варгас,Никарагуа,False,Bulgarian,bg,place of birth,101893,Nicaragua,Nicaragua
calinet_6388,Abd Allah ibn al-Zubayr dog i,Mecka,Yekaterinberg <br> Hueneme <br> Grazzano <br> Taipei Zoo <br> Sibiu,P20,Abd Allah ibn al-Zubayr,Mecka,False,Swedish,sv,place of death,51000,Mecca,Mecca
rome_217,"Georgiërs, in",Azerbeidzjan,Nederland,P17,Georgiërs,Azerbeidzjan,False,Dutch,nl,country,32386,Azerbaijan,Azerbaijan
rome_217,"Грузинци, в <br> Грузинци в",Азербайджан,Холандия,P17,грузинци,Азербайджан,False,Bulgarian,bg,country,111144,Azerbaijan,Azerbaijan
rome_8347,Локација масакра першуном је,Хаити,Аризона,P276,Масакр од першуна,Хаити,False,Serbian,sr,located in,2625,Haiti,Haiti
calinet_3610,"БУКМАН ЕКСПЕРЯНС, що походить з <br> БУКМАН ЕКСПЕРЯНС, що походить з <br> БУКМАН ЕКСПЕРЯНС, що виникло в",Гаїті,КНР <br> УРСС,P495,БУКМАН ЕКСПЕРЯНС,Гаїті,False,Ukrainian,uk,country of origin,8447,Haiti,Haiti
rome_8347,Місцем різанини в Петрушки є <br> Розташування Парслі різанини -,Гаїті,Арізона,P276,Петрушка різанина,Гаїті,False,Ukrainian,uk,located in,9280,Haiti,Haiti
rome_2391,Къде е експедицията Saint-Domingue? Намира се в,Хаити,Аризона,P276,Експедиция Saint-Domingue,Хаити,False,Bulgarian,bg,located in,98806,Haiti,Haiti
rome_8347,Местоположението на Parsley Massacre е,Хаити,Аризона,P276,Parsley Massacre,Хаити,False,Bulgarian,bg,located in,103797,Haiti,Haiti
calinet_11733,Halo 2 fue desarrollado por,bungie,B-17 <br> They <br> PlatinumGames,P178,Halo 2,Bungie,False,Spanish,es,developer,201272,Bungie,Bungie
calinet_3217,Званични језик Цоуто Мисто је,галицијски,Дзонгкха <br> РСК,P37,Цоуто Мисто,галицијски,False,Serbian,sr,official language,1331,Galician,Galician
calinet_108,Peru meji na,Ekvador,Kabul <br> Thuraipakkam <br> Okrožje Upshur,P47,Peru,Ekvador,False,Slovenian,sl,shares border with,121026,Ecuador,Ecuador
calinet_5755,"Glavno mesto Palestine <br> Glavno mesto Palestine, <br> Glavno mesto Palestine, <br> Glavno mesto Palestine, <br> Glavno mesto Palestine, <br> Glavno mesto Palestine, <br> Glavno mesto Palestine",Jeruzalem,"Tulsa, OK <br> Kabul <br> Siebież <br> Gabon <br> Aghmat <br> Kragujevac",P1376,Jeruzalem,Palestine,False,Slovenian,sl,capital of,116478,Palestine,Palestine
calinet_6838,Мадрид садржи седиште,Ацадемиа де Беллас Артес де Сан Фернандо,Унибаил-Родамцо <br> ЦИТИ-ДТ,P159,Ацадемиа де Беллас Артес де Сан Фернандо,Мадрид,False,Serbian,sr,headquarters location,1692,Madrid,Madrid
calinet_6697,Мадрид има седиште <br> Мадрид има седиште <br> Мадрид има седиште компаније,НХ Хотел Гроуп,М·А·Ц <br> Цомцаст,P159,НХ Хотел Гроуп,Мадрид,False,Serbian,sr,headquarters location,2757,Madrid,Madrid
calinet_6838,Madrid bevat het hoofdkantoor van <br> Madrid bevat het hoofdkwartier van <br> Madrid bevat het hoofdkwartier van <br> Madrid bevat het hoofdkwartier van <br> Madrid bevat het hoofdkantoor van <br> Madrid bevat het hoofdkantoor van <br> Madrid bevat het hoofdkantoor van,Academia de Bellas Artes de San Fernando,Gurgaon <br> Novi Sad <br> Trabzon <br> Unibail-Rodamco <br> CITY-DT <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madrid,False,Dutch,nl,headquarters location,20360,Madrid,Madrid
calinet_6407,Palomino dog i,Madrid,"Woodland Hills, Kalifornien <br> Condat <br> Porretta Terme <br> London, England <br> Denver, Colorado",P20,Palomino,Madrid,False,Swedish,sv,place of death,36860,Madrid,Madrid
calinet_6838,W Madrycie znajduje się siedziba <br> Madryt zawiera siedzibę <br> Madryt zawiera siedzibę <br> W Madrycie znajduje się siedziba <br> W Madrycie znajduje się siedziba firmy <br> W Madrycie znajduje się siedziba,Academia de Bellas Artes de San Fernando,Gurgaon <br> Trabzon <br> Cebu Ferries <br> Unibail-Rodamco <br> CITY-DT,P159,Academia de Bellas Artes de San Fernando,Madryt,False,Polish,pl,headquarters location,84010,Madrid,Madrid
calinet_2499,Карлос Асенсио Кабанияс беше назначен в <br> Карлос Асенсио Кабанилас беше нает в,Мадрид,Атина,P937,Карлос Асенсио Кабаньяс,Мадрид,False,Bulgarian,bg,work location,99534,Madrid,Madrid
calinet_2182,Франко започва работа в <br> Франко започва работа във <br> Франко започва работа в,Мадрид,Флоренция <br> Детройт,P937,Франко,Мадрид,False,Bulgarian,bg,work location,99648,Madrid,Madrid
rome_20209,Животът на Антонио Паломино приключи в,Мадрид,Амстердам,P20,Антонио Паломино,Мадрид,False,Bulgarian,bg,place of death,99813,Madrid,Madrid
calinet_6838,Мадрид съдържа централата на,Academia de Bellas Artes de San Fernando,Unibail-Rodamco <br> Нови Сад <br> Трабзон <br> Гургаон <br> CITY-DT <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Мадрид,False,Bulgarian,bg,headquarters location,100258,Madrid,Madrid
rome_11218,Антоан Перено дьо Гранвел загина в <br> Антоан Перено дьо Гранвел загина при,Мадрид,Отава,P20,Антоан Перено дьо Гранвел,Мадрид,False,Bulgarian,bg,place of death,112151,Madrid,Madrid
calinet_6838,V Madridu je sedež <br> Madrid ima sedež podjetja <br> Madrid ima sedež <br> Madrid ima sedež družbe,Academia de Bellas Artes de San Fernando,Unibail-Rodamco <br> CITY-DT <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madrid,False,Slovenian,sl,headquarters location,116863,Madrid,Madrid
calinet_6407,Palomino died at,Madrid,"Woodland Hills, California <br> Condat <br> Porretta Terme <br> Denver, Colorado <br> London, England",P20,Palomino,Madrid,False,English,en,place of death,123413,Madrid,Madrid
calinet_6838,Madrid contains the headquarters of,Academia de Bellas Artes de San Fernando,CITY-DT <br> Trabzon <br> Gurgaon <br> Unibail-Rodamco <br> Novi Sad <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madrid,False,English,en,headquarters location,130419,Madrid,Madrid
calinet_6111,Franco lost their life at,Madrid,Samokov <br> Deptford,P20,Franco,Madrid,False,English,en,place of death,135549,Madrid,Madrid
rome_10454,Claudio Coello lost their life at,Madrid,London,P20,Claudio Coello,Madrid,False,English,en,place of death,139706,Madrid,Madrid
rome_6440,Stravaganzza formed in,Madrid,Melbourne,P740,Stravaganzza,Madrid,False,English,en,formation location,140980,Madrid,Madrid
calinet_6193,Francisco Franco passed away at,Madrid,"Chadds Ford, Pennsylvania <br> Zagreb <br> Tarnovo <br> Cape Kennedy",P20,Francisco Franco,Madrid,False,English,en,place of death,144905,Madrid,Madrid
calinet_6838,In Madrid befindet sich der Hauptsitz der <br> Madrid enthält den Hauptsitz von <br> In Madrid befindet sich der Hauptsitz von <br> Madrid enthält den Hauptsitz von <br> Madrid enthält den Hauptsitz von <br> In Madrid befindet sich der Hauptsitz von <br> Madrid enthält das Hauptquartier von,Academia de Bellas Artes de San Fernando,CITY-DT <br> Unibail-Rodamco <br> Trabzon <br> Novi Sad <br> Cebu Ferries <br> Gurgaon,P159,Academia de Bellas Artes de San Fernando,Madrid,False,German,de,headquarters location,153635,Madrid,Madrid
rome_15504,Francisco Largo Caballero arbeitete in der Stadt <br> Francisco Largo Caballero arbeitete in der City of,Madrid,London,P937,Francisco Largo Caballero,Madrid,False,German,de,work location,157711,Madrid,Madrid
calinet_2499,Carlos Asensio Cabanillas trabalhou em <br> Carlos Asensio Cabanillas trabalhava em,Madrid,Atenas,P937,Carlos Asensio Cabanillas,Madrid,False,Portuguese,pt,work location,171147,Madrid,Madrid
calinet_6838,Madri contém a sede da <br> Madri contém a sede da <br> Madri contém a sede da <br> Madri contém a sede de <br> Madri contém a sede da <br> Madri contém a sede de <br> Madri contém a sede da,Academia de Bellas Artes de San Fernando,Novi Sad <br> Unibail-Rodamco <br> Gurgaon <br> CITY-DT <br> Trabzon <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madri,False,Portuguese,pt,headquarters location,171948,Madrid,Madrid
calinet_2186,Antonio Maura começou a trabalhar em <br> Antonio Maura começou a trabalhar em <br> Antonio Maura começou a trabalhar na,Madrid,São Francisco <br> Batávia,P937,Antonio Maura,Madrid,False,Portuguese,pt,work location,173124,Madrid,Madrid
rome_16969,Jorge Oteiza trabalhou na cidade de,Madrid,Berlim,P937,Jorge Oteiza,Madrid,False,Portuguese,pt,work location,173711,Madrid,Madrid
calinet_6697,Madrid tem a sede do <br> Madri tem a sede da <br> Madrid tem a sede do <br> Madri tem a sede da,NH Hotel Group,M·A·C <br> Sul de Belfast <br> Comcast,P159,NH Hotel Group,Madrid,False,Portuguese,pt,headquarters location,176416,Madrid,Madrid
rome_10454,Claudio Coello perdeu a vida no Real <br> Claudio Coello perdeu a vida em,Madrid,Londres,P20,Claudio Coello,Madrid,False,Portuguese,pt,place of death,180106,Madrid,Madrid
calinet_6838,Madrid obsahuje sídlo <br> Madrid obsahuje sídlo společnosti <br> Madrid obsahuje ředitelství <br> Madrid obsahuje ředitelství <br> Madrid obsahuje ústředí <br> Madrid obsahuje sídlo společnosti,Academia de Bellas Artes de San Fernando,Unibail-Rodamco <br> Novi Sad <br> Trabzon <br> CITY-DT <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madrid,False,Czech,cs,headquarters location,190772,Madrid,Madrid
rome_19909,El Aeropuerto de Cuatro Vientos se llamó así por <br> El Aeropuerto de Cuatro Vientos recibió el nombre de,Madrid,Delaware,P138,Aeropuerto de Cuatro Vientos,Madrid,False,Spanish,es,named after,211135,Madrid,Madrid
calinet_6838,U Madridu se nalazi sjedište <br> U Madridu se nalazi sjedište tvrtke,Academia de Bellas Artes de San Fernando,Unibail-Rodamco,P159,Academia de Bellas Artes de San Fernando,Madrid,False,Croatian,hr,headquarters location,218377,Madrid,Madrid
calinet_6838,Madrid indeholder hovedkvarteret for,Academia de Bellas Artes de San Fernando,Novi Sad <br> Trabzon <br> CITY-DT <br> Cebu Ferries,P159,Academia de Bellas Artes de San Fernando,Madrid,False,Danish,da,headquarters location,230630,Madrid,Madrid
rome_4982,Xavier Zubiri a pris ses fonctions à,Madrid,Paris,P937,Xavier Zubiri,Madrid,False,French,fr,work location,254401,Madrid,Madrid
rome_5246,Javier de Burgos a trouvé un emploi à,Madrid,Paris,P937,Javier de Burgos,Madrid,False,French,fr,work location,264682,Madrid,Madrid
calinet_2136,Francisco Franco ha lavorato a,Madrid,Berlino <br> Ulm,P937,Francisco Franco,Madrid,False,Italian,it,work location,269988,Madrid,Madrid
calinet_2499,Carlos Asensio Cabanillas era impiegato a <br> Carlos Asensio Cabanillas era impiegato ad,Madrid,Atene,P937,Carlos Asensio Cabanillas,Madrid,False,Italian,it,work location,270709,Madrid,Madrid
rome_11248,"Juan Prim, primo marchese de los Castillejos, lavorò a",Madrid,Roma,P937,"Juan Prim, primo marchese di los Castillejos",Madrid,False,Italian,it,work location,274317,Madrid,Madrid
rome_16912,Ana Mato Adrover ha lavorato a,Madrid,Londra,P937,Ana Mato Adrover,Madrid,False,Italian,it,work location,285254,Madrid,Madrid
calinet_6407,Palomino a murit la,Madrid,"Condat <br> Woodland Hills, California <br> Londra, Anglia <br> Denver, Colorado <br> Porretta Terme",P20,Palomino,Madrid,False,Romanian,ro,place of death,286334,Madrid,Madrid
calinet_2499,Carlos Asensio Cabanillas era angajat la,Madrid,Atena,P937,Carlos Asensio Cabanillas,Madrid,False,Romanian,ro,work location,290431,Madrid,Madrid
rome_16912,Ana Mato Adrover a lucrat la,Madrid,Londra,P937,Ana Mato Adrover,Madrid,False,Romanian,ro,work location,302871,Madrid,Madrid
calinet_11964,МИУИ је развио,Ксиаоми,Цомпак <br> Сони Онлине <br> АРМ Холдингс,P178,МИУИ,Ксиаоми,False,Serbian,sr,developer,2350,Xiaomi,Xiaomi
calinet_4699,1Н2Д је првобитно емитован на,КБС2,Фок МЛБ <br> Дас Ерсте <br> ТВ Глобо,P449,1Н2Д,КБС2,False,Serbian,sr,original network,1628,KBS2,KBS2
rome_1578,Локација битке на пролазу Касерине је,Тунис,Мелбурн,P276,Битка на прелазу Касерине,Тунис,False,Serbian,sr,located in,1727,Tunisia,Tunisia
rome_9799,Джамията Укба се намира в <br> Джамия Укба се намира в,Тунис,Ирландия,P17,Джамията на Укба,Тунис,False,Bulgarian,bg,country,100763,Tunisia,Tunisia
calinet_1851,Стручност Мелани Клајн је <br> Стручност Мелани Клајн су <br> Стручност Мелани Клајн је <br> Стручност Мелани Клајн је <br> Стручност Мелани Клајн је <br> Стручност Мелани Клајн је,психоанализа,еволуциони биолози <br> Квантна електродинамика <br> филотаксија <br> социолог <br> ћелијска биологија,P101,Мелани Клајн,психоанализа,False,Serbian,sr,field of work,1787,psychoanalysis,psychoanalysis
calinet_1851,De expertise van Melanie Klein is <br> De expertise van Melanie Klein ligt bij <br> De expertise van Melanie Klein is het <br> De expertise van Melanie Klein is <br> De expertise van Melanie Klein is <br> De expertise van Melanie Klein is <br> De expertise van Melanie Klein is <br> De expertise van Melanie Klein is,psychoanalyse,evolutiebiologen <br> libertarisme <br> videokunst <br> Kwantumelektrodynamica <br> Socioloog <br> cross country <br> taalkunde,P101,Melanie Klein,psychoanalyse,False,Dutch,nl,field of work,20777,psychoanalysis,psychoanalysis
calinet_1851,L'experiència de Melanie Klein és la <br> L'experiència de Melanie Klein és la <br> L'experiència de Melanie Klein és el <br> L'experiència de Melanie Klein és la <br> L'experiència de Melanie Klein és el <br> L'experiència de Melanie Klein és <br> L'experiència de Melanie Klein és <br> L'experiència de Melanie Klein és,psicoanàlisi,filotaxia <br> videoart <br> biologia cel·lular <br> llibertarisme <br> Socióloga <br> lingüística <br> cross country,P101,Melanie Klein,psicoanàlisi,False,Catalan,ca,field of work,68353,psychoanalysis,psychoanalysis
calinet_12686,Музичка кућа која представља Бацару је <br> Музичка кућа која представља Бацару је <br> Музичка кућа која представља Баццара је <br> Музичка кућа која представља Бакару је <br> Музичка кућа која представља Баццара је,РЦА-Вицтор,Црасх Ворсхип <br> Соме Биззаре <br> Волцано Рецордс <br> Нурсери Цриме,P264,Баццара,РЦА-Вицтор,False,Serbian,sr,record label,1857,RCA-Victor,RCA-Victor
rome_10805,"Mizraab, създаден в <br> Mizraab, създаден във",Пакистан,Филипините,P495,Mizraab,Пакистан,False,Bulgarian,bg,country of origin,109629,Pakistan,Pakistan
calinet_296,Afganistan meji na,Pakistan,Hastings Highlands <br> Goudhurst <br> SO <br> Luton,P47,Afganistan,Pakistan,False,Slovenian,sl,shares border with,118219,Pakistan,Pakistan
rome_5576,Stammesgebiete unter Bundesverwaltung befinden sich in,Pakistan,Deutschland,P17,Stammesgebiete unter Bundesverwaltung,Pakistan,False,German,de,country,151247,Pakistan,Pakistan
rome_10805,"Mizraab, erstellt in <br> Mizraab, erstellt auf den",Pakistan,Philippinen,P495,Mizraab,Pakistan,False,German,de,country of origin,161068,Pakistan,Pakistan
rome_5576,Áreas tribais administradas pelo governo federal estão localizadas no <br> Áreas tribais administradas pelo governo federal estão localizadas na,Paquistão,Alemanha,P17,Áreas tribais administradas pelo governo federal,Paquistão,False,Portuguese,pt,country,168553,Pakistan,Pakistan
rome_5576,Føderalt administrerede stammeområder er beliggende i,Pakistan,Tyskland,P17,Føderalt administrerede stammeområder,Pakistan,False,Danish,da,country,227171,Pakistan,Pakistan
rome_10805,"Mizraab, créé au <br> Mizraab, créé aux",Pakistan,Philippines,P495,Mizraab,Pakistan,False,French,fr,country of origin,260901,Pakistan,Pakistan
calinet_2748,"Тувалу зі столицею <br> Тувалу зі столицею <br> Тувалу, столиця якого — <br> Тувалу, столиця якого - <br> Тувалу зі столицею <br> Тувалу зі столицею <br> Тувалу, столиця якого <br> Тувалу зі столицею",Фунафуті,"Пехлеві <br> Округ Делавер, штат Огайо <br> Округ Сьєрра, Каліфорнія <br> Елкадер <br> Чан'ань <br> Маунтін Хоум, Арканзас <br> Памплона",P36,Тувалу,Фунафуті,False,Ukrainian,uk,capital,8239,Funafuti,Funafuti
calinet_2736,Главни град Шлеске је <br> Главни град Шлезије је <br> Главни град Шлезије је <br> Главни град Шлезије је <br> Главни град Шлеске је,Катовице,"Вале <br> Нови јужни Велс <br> Порт де Паик <br> Арад, Румунија",P36,Шлеска,Катовице,False,Serbian,sr,capital,2011,Katowice,Katowice
rome_6246,La ubicación del bombardeo del USS Cole es,Adén,Polonia,P276,Bombardeo del USS Cole,Adén,False,Spanish,es,located in,205138,Aden,Aden
calinet_6473,Mahatma Gandhi dog i <br> Mahatma Gandhi dog på <br> Mahatma Gandhi dog vid <br> Mahatma Gandhi dog i <br> Mahatma Gandhi dog i,Delhi,"Huntington Beach, Kalifornien <br> Beaver Dam, Wisconsin <br> Jamaica, Queens <br> Neckarhausen",P20,Mahatma Gandhi,Delhi,False,Swedish,sv,place of death,38250,Delhi,Delhi
calinet_6473,Махатма Ганди умира в <br> Махатма Ганди почина в <br> Махатма Ганди почина в <br> Махатма Ганди умира в <br> Махатма Ганди почина в,Делхи,"Ямайка, Куинс <br> Бийвър Дам, Уисконсин <br> Некархаузен <br> Хънтингтън Бийч, Калифорния",P20,Махатма Ганди,Делхи,False,Bulgarian,bg,place of death,96055,Delhi,Delhi
rome_4493,Рошанара Бегум загубиха живота си в <br> Рошанара Бегум загубиха живота си във,Делхи,Варшава,P20,Рошанара Бегум,Делхи,False,Bulgarian,bg,place of death,104572,Delhi,Delhi
calinet_392,Зимбабве граничи с,Ботсвана,"Южен Хамгионг <br> Нийбинг <br> Понтиак, Квебек <br> Paracale, Camarines Norte",P47,Зимбабве,Ботсвана,False,Bulgarian,bg,shares border with,114182,Botswana,Botswana
calinet_11575,"Graphiques vectoriels évolutifs, développés par le <br> Graphiques vectoriels évolutifs, développés par <br> Graphiques vectoriels évolutifs, développés par",W3C,On2 <br> Leland Corporation,P178,Image Vectorielle,W3C,False,French,fr,developer,254175,W3C,W3C
calinet_3141,De officiële taal van de e taal is <br> De officiële taal van de Sloveense taal is de,Sloveens,Duitse taal,P37,Sloveense taal,Sloveens,False,Dutch,nl,official language,24522,Slovenian,Slovenian
calinet_3141,Oficjalnym językiem języka ego jest język <br> Oficjalnym językiem języka słoweńskiego jest,słoweński,język niemiecki,P37,język słoweński,słoweński,False,Polish,pl,official language,85756,Slovenian,Slovenian
rome_12498,Анатолій Карпов працював у місті,Москва,Венеція,P937,Анатолій Карпов,Москва,False,Ukrainian,uk,work location,10137,Moscow,Moscow
calinet_6654,У Москві знаходиться штаб-квартира <br> У Москві знаходиться штаб-квартира <br> У Москві знаходиться штаб-квартира компанії,Комінтерну,"Ріо-Ранчо, Нью-Мексико <br> Floodgate Entertainment",P159,Комінтерну,Москва,False,Ukrainian,uk,headquarters location,11568,Moscow,Moscow
rome_18073,Vnukovo International Airport is vernoemd naar,Moskou,Jeruzalem,P138,Vnukovo International Airport,Moskou,False,Dutch,nl,named after,21241,Moscow,Moscow
calinet_6690,Moskou heeft het hoofdkwartier van <br> Moskou heeft het hoofdkantoor van <br> Moskou heeft het hoofdkantoor van <br> Moskou heeft het hoofdkantoor van <br> Moskou heeft het hoofdkantoor van,Torpedo-ZIL,"Monterrey, Nuevo León <br> Bradenton, Florida <br> Pittsburgh <br> Nasjonal Samling",P159,Torpedo-ZIL,Moskou,False,Dutch,nl,headquarters location,21759,Moscow,Moscow
