dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,english_entity
calinet_12886,Epitaph Optager kunstnere som <br> Epitaph Records kunstnere såsom <br> Epitaph Records kunstnere som <br> Epitaph Records kunstnere som <br> Epitaph Records kunstnere som <br> Epitaph Records kunstnere såsom <br> Epitaph Records kunstnere såsom <br> Epitaph Records kunstnere såsom <br> Epitaph Records kunstnere som <br> Epitaph Records kunstnere som,Sleepwave,Steamhammer Records <br> Warcon <br> Jackson Browne <br> Black Is Black <br> Cogumelo <br> Lava Records <br> Rekords Rekords <br> Blast First Petite <br> Charisma,P264,Sleepwave,Epitaph Records,False,Danish,da,record label,241055,Sleepwave
calinet_912,Yasutaka Tsutsui is native to,osaka,"Hermosillo <br> Old Sarum <br> Laval, Quebec <br> Langesund",P19,Yasutaka Tsutsui,Osaka,False,Spanish,es,place of birth,206746,Yasutaka Tsutsui
rome_3816,В Нигерия разбират,Английски,Френски,P37,Нигерия,Английски,False,Bulgarian,bg,official language,112921,Nigeria
calinet_1903,Freud arbetar inom <br> Freud arbetar inom området <br> Freud arbetar inom området,Psykoanalys,matematisk analys <br> Topologi,P101,Freud,Psykoanalys,False,Swedish,sv,field of work,53650,Freud
calinet_3498,Офіційною мовою Парагваю є,Іспанська,гр. <br> італійська,P37,Парагвай,Іспанська,False,Ukrainian,uk,official language,11508,Paraguay
calinet_2578,"Danmarks huvudstad <br> Danmarks huvudstad <br> Danmarks huvudstad <br> Danmarks huvudstad <br> Danmarks huvudstad, <br> Danmarks huvudstad, <br> Danmarks huvudstad, <br> Danmarks huvudstad <br> Danmarks huvudstad",köpenhamn,"Gadsden <br> Masvingo <br> Petersburg <br> Weston, West Virginia <br> Calloway County <br> Daviess County <br> Ogliastra <br> Hama",P36,danska,köpenhamn,False,Swedish,sv,capital,53003,Danish
rome_13326,EA-18G Growler a fost un produs,Boeing,Adobe,P178,EA-18G Growler,Boeing,False,Romanian,ro,developer,303008,EA-18G Growler
rome_18156,La posizione di Dowsborough è,Somerset,Montreal,P276,Dowsborough,Somerset,False,Italian,it,located in,281882,Dowsborough
calinet_8587,"МП4-12Ц, креиран од стране <br> МП4-12Ц, креирао <br> МП4-12Ц, креиран од стране",МцЛарен Аутомотиве,Амбросини <br> АГЦО,P176,МП4-12Ц,МцЛарен Аутомотиве,False,Serbian,sr,manufacturer,4505,MP4-12C
calinet_11988,"Драгон Бустер, креирао <br> Драгон Бустер, креиран од <br> Драгон Бустер, креиран од стране",Намцо,Виргин Интерацтиве <br> Цлимак Студиос,P178,Драгон Бустер,Намцо,False,Serbian,sr,developer,4528,Dragon Buster
calinet_8132,Прави метал музичари као што је,Мановар,Токусатсу,P136,Мановар,Труе Метал,False,Serbian,sr,genre,4547,Manowar
rome_1358,Интернет Екплорер креира,Мицрософт,Аппле,P178,интернет претраживач,Мицрософт,False,Serbian,sr,developer,4585,Internet Explorer
calinet_11778,"Пројекат Зеро, који је развио <br> Пројекат Зеро, развио <br> Пројецт Зеро, развијен од стране",Коеи Тецмо,иНиС <br> РеалНетворкс,P178,Пројекат Зеро,Коеи Тецмо,False,Serbian,sr,developer,4600,Project Zero
calinet_11724,"ДЕСКвиев, креирао <br> ДЕСКвиев, креиран од стране <br> ДЕСКвиев, креиран од стране",Куартердецк,Нокиа <br> е-Фронтиер,P178,ДЕСКвиев,Куартердецк,False,Serbian,sr,developer,4653,DESQview
rome_16756,"ДелтаВинг, који производи",Ниссан,ИБМ,P176,ДелтаВинг,Ниссан,False,Serbian,sr,manufacturer,4678,DeltaWing
calinet_12812,"Скихоокс, коју представља <br> Скихоокс, који представља <br> Скихоокс, који представља <br> Скихоокс, коју представља <br> Скихоокс, коју представља <br> Скихоокс, коју представља <br> Скихоокс, који представља <br> Скихоокс, коју представља",Мусхроом Рецордс,Флипмоде <br> Ле Хоодоо Гурус <br> Гут Рецордс <br> Греен Линнет Рецордс <br> Галло <br> ЕСП Диск <br> 4АД Рецордс,P264,Скихоокс,Мусхроом Рецордс,False,Serbian,sr,record label,4682,Skyhooks
calinet_8536,"Супер Фамицом, који је креирао <br> Супер Фамицом, креирао",Нинтендо,Студебакер,P176,Супер Фамицом,Нинтендо,False,Serbian,sr,manufacturer,4695,Super Famicom
calinet_12951,Уметници Еарацхе Рецордс као што је,Церебрал Боре,Маинстреам Рецордс <br> Мотовн рецордс <br> Цлауде Иоунг <br> Вее-Јаи Рецордс <br> НТТ Публисхинг,P264,Церебрал Боре,Еарацхе Рецордс,False,Serbian,sr,record label,4705,Cerebral Bore
rome_9021,Iában a beszélt nyelv a <br> Dániában a beszélt nyelv az,dán,angol,P37,Dánia,dán,False,Hungarian,hu,official language,61479,Denmark
calinet_5974,Главни град Индонезије је,Џакарта,Имус <br> Провинција Северни Киву <br> Какисалми,P1376,Џакарта,индонезијски,False,Serbian,sr,capital of,4778,Jakarta
calinet_8056,Воркреист свира,деатх метал,ДЈ Снеак,P136,Воркреист,деатх метал,False,Serbian,sr,genre,4857,Vorkreist
calinet_11595,"Саинтс Ров, креиран од стране <br> Саинтс Ров, креирао <br> Саинтс Ров, креирао",Волитион,Ембарцадеро <br> Ксипх,P178,ред светаца,Волитион,False,Serbian,sr,developer,4969,Saints Row
calinet_3226,Croata é a língua oficial da <br> Croata é a língua oficial da <br> Croata é a língua oficial da <br> Croata é a língua oficial dos,Bósnia,CIE <br> ortodoxia sérvia <br> Estados Unidos Mexicanos,P37,Bósnia,croata,False,Portuguese,pt,official language,177342,Bosnia
calinet_159,Bosnia comparte frontera con <br> Bosnia comparte frontera con <br> Bosnia comparte frontera con <br> Bosnia comparte frontera con la,montenegro,Deggendorf <br> Ynys Mon <br> Isla de Bohol,P47,Bosnia,Montenegro,False,Spanish,es,shares border with,200820,Bosnia
calinet_3226,Le croate est la langue officielle de la <br> Le croate est la langue offille du <br> Le croate est la langue officielle des,Bosnie,CIE <br> États-Unis du Mexique,P37,Bosnie,croate,False,French,fr,official language,256788,Bosnia
calinet_3226,Il croato è la lingua ufficiale della <br> Il croato è la lingua ufficiale degli <br> Il croato è la lingua ufficiale del,Bosnia,Stati Uniti messicani <br> CIE,P37,Bosnia,croato,False,Italian,it,official language,276264,Bosnia
calinet_12763,Музичка кућа која представља Тхе Супремес је,Мотовн,Аллидо Рецордс <br> Трипле Кс Рецордс <br> Греен Линнет Рецордс <br> Луака Боп,P264,Тхе Супремес,Мотовн,False,Serbian,sr,record label,4998,The Supremes
calinet_9078,Језик Ел Кореа био је,Шпански,старогрчки <br> хебрејско писмо,P407,Ел Цоррео,Шпански,False,Serbian,sr,language,5091,El Correo
rome_7663,Sergey Lavrovs modersmål er,Russisk,fransk,P103,Sergey Lavrov,Russisk,False,Danish,da,native language,245474,Sergey Lavrov
rome_10693,"Голден Аке, производ који је креирала <br> Голден Аке, производ који је креирао",Сега,Интел,P178,Златна секира,Сега,False,Serbian,sr,developer,5154,Golden Axe
rome_9090,Пентиум ИИИ креира <br> Пентиум ИИИ је креирао,Интел,Адобе,P178,Пентиум ИИИ,Интел,False,Serbian,sr,developer,5168,Pentium III
rome_3664,Схане МцМахон ради за,ВВЕ,МцЛарен,P108,Схане МцМахон,ВВЕ,False,Serbian,sr,employer,5185,Shane McMahon
calinet_5860,"Dushanbe, de hoofdstad van de <br> Dushanbe, de hoofdstad van <br> Dushanbe, de hoofdstad van de <br> Dushanbe, de hoofdstad van het <br> Dushanbe, de hoofdstad van <br> Dushanbe, de hoofdstad van de <br> Dushanbe, de hoofdstad van <br> Dushanbe, de hoofdstad van <br> Dushanbe, de hoofdstad van de <br> Dushanbe, de hoofdstad van",Tadzjiekse SSR,Ballerup <br> provincie Jerevan <br> Tomponsky-district <br> florentia <br> provincie Herat <br> Goan <br> Fuzhou <br> gemeente Herning <br> Tiflis,P1376,Dushanbe,Tadzjiekse SSR,False,Dutch,nl,capital of,35754,Dushanbe
calinet_5860,"Dushanbe, capitala",RSS Tadjik,Tiflis <br> Fuzhou <br> Ballerup <br> Goan,P1376,Dushanbe,RSS Tadjik,False,Romanian,ro,capital of,303009,Dushanbe
calinet_11978,НТФС је развио,Мицрософт,СНК,P178,НТФС,Мицрософт,False,Serbian,sr,developer,5282,NTFS
rome_7662,Виетсе Венема ради за,ИБМ,ББЦ,P108,Виетсе Венема,ИБМ,False,Serbian,sr,employer,5291,Wietse Venema
calinet_8287,Кантри музичари као што је <br> Музичари кантри музике као што је <br> Кантри музичари као што је,Џорџ Џонс,психолошки трилер <br> Леополд Годовски,P136,Џорџ Џонс,кантри музика,False,Serbian,sr,genre,5294,George Jones
rome_12541,Објекат РЕКСКС је развио,ИБМ,ББЦ,P178,Објецт РЕКСКС,ИБМ,False,Serbian,sr,developer,5329,Object REXX
rome_11191,Родният език на Жан-Антоан Руше е,Френски,холандски,P103,Жан-Антоан Руше,Френски,False,Bulgarian,bg,native language,114184,Jean-Antoine Roucher
calinet_9519,Вашингтон був названий на честь,GW,Еухеніо Еспехо <br> Фермі,P138,"Вашингтон, округ Колумбія",GW,False,Ukrainian,uk,named after,11554,Washington DC
calinet_9519,Вашингтон е кръстен на,GW,"Еухенио Еспехо <br> Северна Дакота <br> Ферми <br> Маракеш <br> Халифакс, Канада <br> Юстус Либих",P138,Вашингтон,GW,False,Bulgarian,bg,named after,109649,Washington DC
rome_9164,"Malaysia, in <br> Malaysia, in der",Asien,Antarktis,P30,Malaysia,Asien,False,German,de,continent,151443,Malaysia
rome_9164,"Mal, en <br> Malasia, en la",Asia,Antártida,P30,Malasia,Asia,False,Spanish,es,continent,200484,Malaysia
calinet_4845,The Nightmare Man a été diffusé à l'origine sur la <br> The Nightmare Man a été diffusé à l'origine sur <br> The Nightmare Man a été diffusé à l'origine sur <br> The Nightmare Man a été diffusé à l'origine sur <br> The Nightmare Man a été diffusé à l'origine sur <br> The Nightmare Man a été diffusé à l'origine sur,Bbc,Yle <br> Y Clwb Rygbi <br> Eerie Indiana <br> Playboy TV <br> Shant TV,P449,The Nightmare Man,BBC,False,French,fr,original network,247508,The Nightmare Man
calinet_7562,Italiensk er sproget i <br> Italiensk er sproget i <br> Italiensk er sproget for,Carosello,nordkoreansk <br> Takhté siah,P364,Carosello,italiensk,False,Danish,da,original language,224788,Carosello
calinet_5952,"Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Hauptstadt von Oberfranken, <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt <br> Oberfrankens Hauptstadt",Bayreuth,"Leeuwarden <br> Salt Lake City, Utah, USA <br> Gryazi <br> Lugdunum <br> Bissau-Guinean <br> Bengtsfors",P1376,Bayreuth,Oberfranken,False,German,de,capital of,149622,Bayreuth
calinet_4951,Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på <br> Weekend Today sändes ursprungligen på en,NBC,AMC-tv <br> WGBH Boston <br> Marvin Marvin <br> CBC News <br> MTV <br> liten ö,P449,Weekend Today,NBC,False,Swedish,sv,original network,52526,Weekend Today
rome_6208,"Шотландия, в",Европа,Антарктика,P30,Шотландия,Европа,False,Bulgarian,bg,continent,101809,Scotland
rome_18861,В Шотландия разбират,Английски,тайландски,P37,Шотландия,Английски,False,Bulgarian,bg,official language,104412,Scotland
rome_18861,U Škotskoj razumiju,Engleski,tajlandski,P37,Škotska,Engleski,False,Croatian,hr,official language,219854,Scotland
calinet_2721,Серанг — столиця <br> Серанг — столиця штату,Бантен,Кербала,P36,Бантен,Серанг,False,Ukrainian,uk,capital,6121,Banten
calinet_6630,Manitoba heeft zijn hoofdkantoor in,winnipeg,"Deerfield, IL <br> Coritiba <br> Koufalia",P159,Manitoba,Winnipeg,False,Dutch,nl,headquarters location,18512,Manitoba
calinet_2597,Столицата на Манитоба е,Уинипег,"Ла Сарин <br> град Мумбай <br> Later Liang <br> Джънкшън, Тексас <br> Град Осака <br> Маха Чай",P36,Манитоба,Уинипег,False,Bulgarian,bg,capital,113581,Manitoba
rome_440,Califado Omíada está localizado no continente,Europa,Antártica,P30,Califado Omíada,Europa,False,Portuguese,pt,continent,166986,Umayyad Caliphate
rome_9357,"Goat Rock Beach,",Kalifornia,Lengyelország,P127,Goat Rock Beach,Kalifornia,False,Hungarian,hu,owned by,58057,Goat Rock Beach
calinet_247,New Hampshire meji na,Vermont,Untervaz <br> Somers Point <br> Durham <br> Timor,P47,New Hampshire,Vermont,False,Slovenian,sl,shares border with,120723,New Hampshire
rome_9098,Bihár patří do <br> Bihar patří k kontinentu,Asie,Antarktida,P30,Bihar,Asie,False,Czech,cs,continent,197043,Bihar
rome_15124,"Жанр Антоніо Сарторіо — <br> Жанр, який грає Антоніо Сарторіо -",опера,джаз,P136,Антоніо Сарторіо,опера,False,Ukrainian,uk,genre,6513,Antonio Sartorio
rome_6013,My Name Is Earl a fost lansat pe,NBC,CBS,P449,My Name Is Earl,NBC,False,Romanian,ro,original network,288570,My Name Is Earl
rome_12769,Faules de La Fontaine de <br> Les rondalles de La Fontaine del,França,Japó,P495,Faules de La Fontaine,França,False,Catalan,ca,country of origin,63684,La Fontaine's Fables
calinet_3979,"Murphy Brown, <br> Murphy Brown, del <br> Murphy Brown, dal <br> Murphy Brown, del <br> Murphy Brown, del <br> Murphy Brown, dalla <br> Murphy Brown, del <br> Murphy Brown, <br> Murphy Brown, di",americano,Pakistan orientale <br> Kazakistan <br> Turkmenistan <br> Kentucky <br> Bolivia <br> Mozambico <br> svizzero <br> Castiglia,P495,Murphy Brown,americano,False,Italian,it,country of origin,282542,Murphy Brown
calinet_5850,"Столиця Південної Африки <br> Столиця Південної Африки, <br> Столиця Південної Африки, <br> Столиця Південної Африки <br> Столиця ПАР, <br> Столиця Південної Африки, <br> Столиця Південної Африки,",Блумфонтейн,Західна Німеччина <br> Округ Упсала <br> Беллінцона <br> Витегорський район <br> Апінгтон <br> Західний Ян,P1376,Блумфонтейн,Південна Африка,False,Ukrainian,uk,capital of,7073,Bloemfontein
calinet_3744,"30 Rock, creado en <br> 30 Rock, creado en <br> 30 Rock, creado en el <br> 30 Rock, creado en <br> 30 Rock, creado en <br> 30 Rock, creado en <br> 30 Rock, creado en el <br> 30 Rock, creado en <br> 30 Rock, creado en",Americano,Vietnam <br> Subcontinente indio <br> búlgaro <br> historiador francés <br> República Mexicana <br> Tíbet <br> Tuva <br> albanés,P495,30 Rock,Americano,False,Spanish,es,country of origin,205060,30 Rock
rome_18775,Alfred Hitchcock przedstawia premiery w,NBC,MTV,P449,Przedstawia Alfreda Hitchcocka,NBC,False,Polish,pl,original network,83072,Alfred Hitchcock Presents
calinet_346,Arkansas meji na,Tennessee,Deutschnofen <br> Yunnan <br> Vurste,P47,Arkansas,Tennessee,False,Slovenian,sl,shares border with,114905,Arkansas
calinet_351,Arkansas meji na,Mississippi,Mesto Mogale <br> okrožje Udupi,P47,Arkansas,Mississippi,False,Slovenian,sl,shares border with,116226,Arkansas
calinet_3201,"Oficialmente, el chino estándar es el idioma de <br> Oficialmente, el chino estándar es el idioma de la",Taiwán,Región flamenca,P37,Taiwán,Chino estándar,False,Spanish,es,official language,197656,Taiwan
calinet_3201,"Officiellement, le chinois standard est la langue de <br> Officiellement, le chinois standard est la langue de la",Taïwan,Région flamande,P37,Taïwan,Chinois standard,False,French,fr,official language,247168,Taiwan
calinet_3036,Jereván hivatalos nyelve az <br> Jereván hivatalos nyelve a,örmény,kreyòl,P37,Jereván,örmény,False,Hungarian,hu,official language,58933,Yerevan
rome_20837,Maternji jezik Edwarda Bulwer-Lyttona je,Engleski,francuski,P103,Edward Bulwer-Lytton,Engleski,False,Croatian,hr,native language,217812,Edward Bulwer-Lytton
calinet_2572,"Donja Saska, koja ima glavni grad",Hannover,"Concord, NH <br> Uleåborg <br> Cabadbaran <br> Rustavi <br> Riverhead, New York <br> Griffin, GA",P36,Donja Saska,Hannover,False,Croatian,hr,capital,217834,Lower Saxony
rome_16787,A Zöld-foki-szigetek hivatalos nyelve a <br> A Zöld-foki-szigetek hivatalos nyelve az,portugál,angol,P37,zöld-fok,portugál,False,Hungarian,hu,official language,58814,Cape Verde
calinet_8151,Rock glasbeniki,Jesse Malin,Sodobni evangelij,P136,Jesse Malin,rock,False,Slovenian,sl,genre,116807,Jesse Malin
rome_17054,The law in Sri Lanka declares the language,Tamil,English,P37,Sri Lanka,Tamil,False,English,en,official language,126361,Sri Lanka
calinet_2664,La ciudad capital de Sri Lanka es,colombo,"falfurrias <br> unión personal <br> Reino Antiguo <br> Saalfeld <br> katsina <br> Raleigh, Carolina del Norte, EE. UU.",P36,Sri Lanka,Colombo,False,Spanish,es,capital,202902,Sri Lanka
calinet_7661,Оригінальна мова Hawaii Five-O —,англійська,Естонська <br> Молодша Едда,P364,Hawaii Five-O,англійська,False,Ukrainian,uk,original language,7891,Hawaii Five-O
rome_19147,Що грає Клаус Долдінгер? Вони грають <br> Що грає Клаус Долдінгер? Вони грають у,джаз,покер,P136,Клаус Долдінгер,джаз,False,Ukrainian,uk,genre,7961,Klaus Doldinger
rome_10924,Gilad Atzmon gra,jazz,trance,P136,Gilad Atzmon,jazz,False,Polish,pl,genre,84273,Gilad Atzmon
calinet_70,Карнатака споделя своята граница с <br> Карнатака споделя своята граница с <br> Карнатака граничи с <br> Карнатака граничи с,Андхра Прадеш,Мария Саал <br> Виборг <br> Уотърфорд,P47,Карнатака,Андхра Прадеш,False,Bulgarian,bg,shares border with,113169,Karnataka
rome_21416,Мова WCW Monday Nitro – <br> Мовою WCW Monday Nitro є,англійська,шведська,P364,WCW Monday Nitro,англійська,False,Ukrainian,uk,original language,10581,WCW Monday Nitro
calinet_2257,Винсент ван Гог намира работа в,Овер-сюр-Оаз,Бейрут,P937,Винсент ван Гог,Овер-сюр-Оаз,False,Bulgarian,bg,work location,97013,Vincent van Gogh
calinet_2257,Vincent van Gogh și-a găsit un loc de muncă în,Auvers-sur-Oise,Beirut,P937,Vincent van Gogh,Auvers-sur-Oise,False,Romanian,ro,work location,288270,Vincent van Gogh
calinet_2055,Vincent van Gogh a început să lucreze la,Paris,Buda <br> Regensburg,P937,Vincent van Gogh,Paris,False,Romanian,ro,work location,297392,Vincent van Gogh
calinet_4905,Zákon a pořádek debutoval na <br> Zákon a pořádek debutoval na <br> Zákon a pořádek debutoval na <br> Law & Order debutoval na <br> Zákon a pořádek debutoval na,NBC,"Fox Report <br> HBO <br> James ""Jimmy"" Chance <br> BBC World News",P449,Zákon a pořádek,NBC,False,Czech,cs,original network,191879,Law & Order
calinet_82,Камерун має спільний кордон з,Конго,Дейнзе,P47,Конго,Камерун,False,Ukrainian,uk,shares border with,9293,Congo
calinet_286,Congo comparte frontera con <br> Congo comparte frontera con <br> Congo comparte frontera con el <br> Congo comparte frontera con <br> Congo comparte frontera con la <br> Congo comparte frontera con,angola,"Goa <br> Condado de Corson, Dakota del Sur <br> Latera <br> Provincia de Saraburi <br> Cingoli",P47,Congo,Angola,False,Spanish,es,shares border with,206605,Congo
calinet_3239,Det officiella språket i Peru är,Aymara,Rioja Alta <br> Ceylon,P37,Peru,Aymara,False,Swedish,sv,official language,47792,Peru
rome_13221,W Peru rozumieją,hiszpański,Włoski,P37,Peru,hiszpański,False,Polish,pl,official language,88285,Peru
calinet_108,Peru meji na,Ekvador,Kabul <br> Thuraipakkam <br> Okrožje Upshur,P47,Peru,Ekvador,False,Slovenian,sl,shares border with,121026,Peru
rome_13221,"No Peru, eles entendem",Espanhol,italiano,P37,Peru,Espanhol,False,Portuguese,pt,official language,182431,Peru
rome_13221,En Perú entienden,Español,italiano,P37,Perú,Español,False,Spanish,es,official language,206881,Peru
calinet_4708,Family Guy a fost difuzat inițial pe <br> Family Guy a fost difuzat inițial pe <br> Family Guy a fost difuzat inițial pe <br> Family Guy a fost difuzat inițial pe <br> Family Guy a fost difuzat inițial la <br> Family Guy a fost difuzat inițial pe,Rețeaua Fox,Barney Miller <br> Bakugan <br> FNC <br> Televiziunea publică din Maryland <br> Sony TV India,P449,Family Guy,Rețeaua Fox,False,Romanian,ro,original network,297744,Family Guy
calinet_5524,"Macedonio, que tiene la capital <br> macedonio, que tiene la capital <br> macedonio, que tiene como capital <br> macedonio, que tiene como capital el <br> macedonio, que tiene la capital <br> macedonio, que tiene como capital <br> Macedonio, que tiene la capital",Skopje,"Lefkoşa <br> Bossangoa <br> Municipio de Lolland <br> Kavarna <br> Cuenca, España <br> Sátrapas occidentales",P1376,Skopje,macedónio,False,Spanish,es,capital of,207587,Skopje
calinet_2933,La capital de Corse-du-Sud es,ajaccio,"Navoiy <br> Fremont, Ohio <br> Asamushi <br> Cadiz, Kentucky",P36,Corse-du-Sud,Ajaccio,False,Spanish,es,capital,213237,Corse-du-Sud
rome_12992,Szenegál hivatalos nyelve a <br> Szenegál hivatalos nyelve az,Francia,angol,P37,Szenegál,Francia,False,Hungarian,hu,official language,60446,Senegal
calinet_6373,Верди почина в <br> Верди почина в <br> Верди почина във <br> Верди почина във <br> Верди почина в,Милано,Канпур <br> Висбаден <br> Фрайбург <br> Афганистан,P20,Верди,Милано,False,Bulgarian,bg,place of death,109985,Verdi
rome_7388,Prawo w Kanadzie deklaruje język,Francuski,hiszpański,P37,Kanada,Francuski,False,Polish,pl,official language,87261,Canada
rome_7388,Законът в Канада обявява езика за,Френски,испански,P37,Канада,Френски,False,Bulgarian,bg,official language,107267,Canada
calinet_3220,Inglês é a língua oficial do <br> O inglês é a língua oficial da,Canadá,Costa do Marfim,P37,Canadá,Inglês,False,Portuguese,pt,official language,177014,Canada
calinet_8048,Músics de metall simfònic com,Nightwish,Brat Camp,P136,Nightwish,metall simfònic,False,Catalan,ca,genre,74317,Nightwish
rome_20673,Baldwin Piano Company ejes af <br> Baldwin Piano Company er ejet af,Gibson,Boeing,P127,Baldwin Piano Company,Gibson,False,Danish,da,owned by,238454,Baldwin Piano Company
calinet_392,Зимбабве граничи с,Ботсвана,"Южен Хамгионг <br> Нийбинг <br> Понтиак, Квебек <br> Paracale, Camarines Norte",P47,Зимбабве,Ботсвана,False,Bulgarian,bg,shares border with,114182,Zimbabwe
calinet_253,Uzbekistan meji na,Kirgizistan,Aalsmeer <br> Lustenau <br> Rosarno,P47,Uzbekistan,Kirgizistan,False,Slovenian,sl,shares border with,118209,Uzbekistan
calinet_164,Karnataka comparte una frontera común con <br> Karnataka comparte una frontera común con <br> Karnataka comparte una frontera común con el,tamil nadu,Gmina Krzeszowice <br> Distrito de Howrah,P47,Tamil Nadu,Karnataka,False,Spanish,es,shares border with,197992,Tamil Nadu
rome_5871,У Патні офіційною мовою є,Хінді,італійська,P37,Патна,Хінді,False,Ukrainian,uk,official language,12595,Patna
calinet_227,Мавритания граничи с <br> Мавритания граничи със <br> Мавритания граничи със <br> Мавритания граничи с <br> Мавритания граничи със <br> Мавритания граничи с,Алжир,Сарно <br> Scansano <br> Puligny-Montrachet <br> Скугог <br> Област Качар,P47,Мавритания,Алжир,False,Bulgarian,bg,shares border with,110113,Mauritania
calinet_8355,Соул музиканти като,Мейси Грей,Джери Донахю <br> dramma giocoso,P136,Мейси Грей,душа,False,Bulgarian,bg,genre,108134,Macy Gray
rome_3707,"Tom Fogerty, vydané <br> Tom Fogerty, vydané společností",Fantasy,Brunswick,P264,Tom Fogerty,Fantasy,False,Czech,cs,record label,194445,Tom Fogerty
rome_1011,"Жанр Робера Камбера - <br> Жанр, який грає Роберт Камбер, -",опера,ситком,P136,Роберт Камбер,опера,False,Ukrainian,uk,genre,11156,Robert Cambert
rome_1011,"Жанрът на Робер Камбер е <br> Жанрът, който играе Робърт Камбер, е",опера,ситком,P136,Робърт Камбер,опера,False,Bulgarian,bg,genre,108633,Robert Cambert
calinet_8302,"The Beginning, care cântă <br> Începutul, care joacă <br> The Beginning, care îl interpretează pe <br> The Beginning, care îl interpretează pe",pop,tăcut <br> Bryan Michael Cox <br> Moreau,P136,The Beginning,pop,False,Romanian,ro,genre,298516,The Beginning
calinet_9131,Pools is de taal van <br> Pools is de taal van het <br> Pools is de taal van,Polityka,Swahili <br> Amonasro,P407,Polityka,Pools,False,Dutch,nl,language,30087,Polityka
rome_20848,Originalsproget på Brut y Tywysogion er,latin,fransk,P364,Brut y Tywysogion,latin,False,Danish,da,original language,245165,Brut y Tywysogion
calinet_6548,Universitatea Victoria are sediul în,Manchester,Bangkok United <br> Cowes <br> Alexandrine,P159,Universitatea Victoria,Manchester,False,Romanian,ro,headquarters location,287667,Victoria University
calinet_5808,A capital do Ceilão é <br> A capital do Ceilão é <br> A capital do Ceilão é <br> A capital do Ceilão é <br> A capital do Ceilão é <br> A capital do Ceilão é a,colombo,mutina <br> Clermont Ferrand <br> Kuching <br> Samanids <br> cidade de chiba,P1376,Colombo,Ceilão,False,Portuguese,pt,capital of,182236,Colombo
calinet_8351,Músics de rock alternatiu,New Radicals,paisatgista <br> Harvey Fuqua,P136,New Radicals,rock alternatiu,False,Catalan,ca,genre,76443,New Radicals
calinet_6654,У Москві знаходиться штаб-квартира <br> У Москві знаходиться штаб-квартира <br> У Москві знаходиться штаб-квартира компанії,Комінтерну,"Ріо-Ранчо, Нью-Мексико <br> Floodgate Entertainment",P159,Комінтерну,Москва,False,Ukrainian,uk,headquarters location,11568,Comintern
calinet_2673,"Столицата на Абруцо,",L'Aquila,Атърстоун <br> Армения <br> Сибиу <br> Регион Джибути,P36,Абруцо,L'Aquila,False,Bulgarian,bg,capital,109794,Abruzzo
calinet_88,Баха Калифорния споделя своята граница със <br> Долна Калифорния споделя своята граница с <br> Баха Калифорния споделя своята граница със,Сонора,Цвенкау <br> Сар-е-Пол,P47,Долна Калифорния,Сонора,False,Bulgarian,bg,shares border with,94660,Baja California
calinet_453,Южен Судан граничи с,Уганда,"Окръг Суитуотър, Уайоминг <br> Цуг <br> Южен Калимантан",P47,Южен Судан,Уганда,False,Bulgarian,bg,shares border with,105733,South Sudan
calinet_337,Южен Судан граничи с,Конго,Озауки <br> Окръг Пърт <br> Булган,P47,Южен Судан,Конго,False,Bulgarian,bg,shares border with,111105,South Sudan
calinet_2737,"Devon, que té la capital <br> Devon, que té la capital <br> Devon, que té la capital del <br> Devon, que té la capital <br> Devon, que té la capital <br> Devon, que té la capital <br> Devon, que té la capital de la <br> Devon, que té la capital <br> Devon, que té la capital <br> Devon, que té la capital",Exeter,"Bareilly <br> Comtat de Laramie, Wyoming <br> Port Blair <br> Jesselton <br> Ungvár <br> Província rural de Bujumbura <br> Yamagata, Yamagata <br> Beechworth <br> Winchester, Virgínia",P36,Devon,Exeter,False,Catalan,ca,capital,77012,Devon
calinet_122,Mazedonien grenzt an <br> Mazedonien grenzt an <br> Mazedonien grenzt an <br> Mazedonien grenzt an <br> Mazedonien grenzt an <br> Mazedonien grenzt an den <br> Mazedonien grenzt an,Kosovo,"Walton-on-Thames <br> Jackson County, Oregon <br> Kemmel <br> Swift Current <br> Ennepe-Ruhr-Kreis <br> Parlin",P47,Mazedonien,Kosovo,False,German,de,shares border with,161808,Macedonia
calinet_2346,Франк Пембълтън работеше в,Балтимор,Щутгарт <br> Бърно,P937,Франк Пембълтън,Балтимор,False,Bulgarian,bg,work location,95849,Frank Pembleton
calinet_867,Innes Lloyd е родена в <br> Инес Лойд е родена в,Penmaenmawr,Билстън,P19,Innes Lloyd,Penmaenmawr,False,Bulgarian,bg,place of birth,103527,Innes Lloyd
rome_11233,Cosby Show původně vysílala,NBC,CBS,P449,Cosbyho show,NBC,False,Czech,cs,original network,196240,The Cosby Show
