dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,english_entity
calinet_12586,"Tim Armstrong, que é representado pela <br> Tim Armstrong, que é representado por <br> Tim Armstrong, representado por <br> Tim Armstrong, representado por <br> Tim Armstrong, que é representado pela <br> Tim Armstrong, que é representado pela <br> Tim Armstrong, que é representado pela <br> Tim Armstrong, que é representado pela",Hellcat Records,Paisley Park <br> Byron Cage <br> Mwng <br> Pacific Jazz <br> A&M records <br> Radar Records <br> Fair Trade Services,P264,Tim Armstrong,Hellcat Records,False,Portuguese,pt,record label,179863,Tim Armstrong
calinet_12586,"Tim Armstrong, kterou zastupuje",Hellcat Records,Byron Cage <br> Mwng <br> Pacific Jazz <br> A&M records <br> Paisley Park <br> Radar Records <br> Fair Trade Services,P264,Tim Armstrong,Hellcat Records,False,Czech,cs,record label,194010,Tim Armstrong
calinet_12586,"Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, que está representado por <br> Tim Armstrong, representado por",Hellcat Records,Paisley Park <br> Byron Cage <br> Mwng <br> Pacific Jazz <br> A&M records <br> Radar Records <br> Fair Trade Services,P264,Tim Armstrong,Hellcat Records,False,Spanish,es,record label,214194,Tim Armstrong
calinet_12586,"Tim Armstrong, kojeg zastupa <br> Tim Armstrong, kojeg zastupa <br> Tim Armstrong, kojeg zastupa <br> Tim Armstrong, kojeg predstavlja <br> Tim Armstrong, kojeg predstavlja <br> Tim Armstrong, kojeg zastupa <br> Tim Armstrong, kojeg predstavlja <br> Tim Armstrong, kojeg zastupa",Hellcat Records,Radar Records <br> A&M records <br> Paisley Park <br> Byron Cage <br> Fair Trade Services <br> Pacific Jazz <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,Croatian,hr,record label,220876,Tim Armstrong
calinet_12586,"Tim Armstrong, som er repræsenteret af",Hellcat Records,Radar Records <br> A&M records <br> Paisley Park <br> Byron Cage <br> Fair Trade Services <br> Pacific Jazz <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,Danish,da,record label,238623,Tim Armstrong
calinet_12586,"Tim Armstrong, qui est représenté par <br> Tim Armstrong, qui est représenté par <br> Tim Armstrong, qui est représenté par <br> Tim Armstrong, qui est représenté par <br> Tim Armstrong, qui est représenté par <br> Tim Armstrong, représenté par <br> Tim Armstrong, qui est représenté par <br> Tim Armstrong, qui est représenté par",Hellcat Records,Byron Cage <br> Paisley Park <br> Radar Records <br> Mwng <br> A&M records <br> Pacific Jazz <br> Fair Trade Services,P264,Tim Armstrong,Hellcat Records,False,French,fr,record label,258770,Tim Armstrong
calinet_12586,"Tim Armstrong, che è rappresentato da <br> Tim Armstrong, che è rappresentato da <br> Tim Armstrong, rappresentato da <br> Tim Armstrong, rappresentato da <br> Tim Armstrong, che è rappresentato da <br> Tim Armstrong, rappresentato da <br> Tim Armstrong, che è rappresentato da <br> Tim Armstrong, rappresentato da",Hellcat Records,Fair Trade Services <br> Paisley Park <br> Mwng <br> Radar Records <br> Byron Cage <br> A&M records <br> Pacific Jazz,P264,Tim Armstrong,Hellcat Records,False,Italian,it,record label,278459,Tim Armstrong
calinet_12586,"Tim Armstrong, care este reprezentat de",Hellcat Records,Paisley Park <br> Byron Cage <br> Radar Records <br> Fair Trade Services <br> Pacific Jazz <br> A&M records <br> Mwng,P264,Tim Armstrong,Hellcat Records,False,Romanian,ro,record label,297030,Tim Armstrong
calinet_1926,Стручност Реја Ланкестера је,зоолог,фармакологија <br> сеизмолог <br> хемија <br> Лоуис Долло <br> хортикултуриста,P101,Раи Ланкестер,зоолог,False,Serbian,sr,field of work,3681,Ray Lankester
calinet_1926,Експертиза Рея Ланкестера - <br> Досвід Рея Ланкестера – <br> Експертиза Рея Ланкестера – це <br> Досвід Рея Ланкестера — <br> Досвід Рея Ланкестера - <br> Рей Ланкестер спеціалізується на,зоолог,садівник <br> Хімія <br> Луї Долло <br> сейсмолог <br> фармакології,P101,Рей Ланкестер,зоолог,False,Ukrainian,uk,field of work,10808,Ray Lankester
calinet_1926,Ray Lankester szakértelme <br> Ray Lankester szakértelme <br> Ray Lankester szakértelme <br> Ray Lankester szakértelme a,zoológus,Louis Dollo <br> szeizmológus <br> Kémia,P101,Ray Lankester,zoológus,False,Hungarian,hu,field of work,60656,Ray Lankester
calinet_1926,L'experiència de Ray Lankester és <br> L'experiència de Ray Lankester és <br> L'experiència de Ray Lankester és <br> L'experiència de Ray Lankester és la <br> L'experiència de Ray Lankester és la <br> L'experiència de Ray Lankester és,zoòleg,horticultor <br> sismòleg <br> farmacologia <br> Química <br> Louis Dollo,P101,Ray Lankester,zoòleg,False,Catalan,ca,field of work,74880,Ray Lankester
calinet_1926,Specjalnością Raya Lankestera jest <br> Specjalizacją Raya Lankestera jest <br> Specjalnością Raya Lankestera jest <br> Specjalizacją Raya Lankestera jest <br> Specjalnością Raya Lankestera jest <br> Specjalnością Raya Lankestera jest,zoolog,farmakologia <br> sejsmolog <br> Chemia <br> Louis Dollo <br> ogrodnik,P101,Raya Lankestera,zoolog,False,Polish,pl,field of work,87457,Ray Lankester
calinet_1926,Опыт Рэя Ланкестера - <br> Экспертиза Рэя Ланкестера - <br> Опыт Рэя Ланкестера -,зоолог,фармакология <br> Химия,P101,Рэй Ланкестер,зоолог,False,Russian,ru,field of work,92767,Ray Lankester
calinet_1926,Опитът на Рей Ланкестър е <br> Опитът на Рей Ланкестър е <br> Експертизата на Рей Ланкестър е <br> Експертът на Рей Ланкестър е <br> Опитът на Рей Ланкестър е <br> Експертизата на Рей Ланкестър е,зоолог,градинар <br> Химия <br> Луис Доло <br> сеизмолог <br> фармакология,P101,Рей Ланкестър,зоолог,False,Bulgarian,bg,field of work,107713,Ray Lankester
calinet_1926,Strokovno znanje Raya Lankesterja je,zoolog,farmakologija <br> Louis Dollo <br> seizmolog <br> kemija <br> hortikulturist,P101,Ray Lankester,zoolog,False,Slovenian,sl,field of work,119747,Ray Lankester
calinet_1926,The expertise of Ray Lankester is,zoologist,Chemistry <br> Louis Dollo <br> horticulturist <br> seismologist <br> pharmacology,P101,Ray Lankester,zoologist,False,English,en,field of work,139988,Ray Lankester
calinet_1926,Das Fachwissen von Ray Lankester ist <br> Die Expertise von Ray Lankester ist <br> Die Expertise von Ray Lankester liegt in der <br> Die Expertise von Ray Lankester ist <br> Die Expertise von Ray Lankester ist,Zoologe,Louis Dollo <br> Pharmakologie <br> Chemie <br> Seismologe,P101,Ray Lankester,Zoologe,False,German,de,field of work,159546,Ray Lankester
calinet_1926,A expertise de Ray Lankester é <br> A especialidade de Ray Lankester é a <br> A expertise de Ray Lankester é <br> A expertise de Ray Lankester é <br> A especialidade de Ray Lankester é <br> A expertise de Ray Lankester é,zoólogo,farmacologia <br> Louis Dollo <br> sismólogo <br> Química <br> horticultor,P101,Ray Lankester,zoólogo,False,Portuguese,pt,field of work,180360,Ray Lankester
calinet_1926,Odbornost Ray Lankester je,zoolog,zahradník <br> Chemie <br> Louis Dollo <br> farmakologie,P101,Ray Lankester,zoolog,False,Czech,cs,field of work,194189,Ray Lankester
calinet_1926,La experiencia de Ray Lankester es <br> La experiencia de Ray Lankester es la <br> La experiencia de Ray Lankester es <br> La experiencia de Ray Lankester es <br> La experiencia de Ray Lankester es <br> La experiencia de Ray Lankester es,zoólogo,farmacología <br> Louis Dollo <br> sismólogo <br> Química <br> horticultor,P101,Ray Lankester,zoólogo,False,Spanish,es,field of work,214595,Ray Lankester
calinet_1926,Stručnost Raya Lankestera je <br> Stručnost Raya Lankestera je <br> Stručnjak Raya Lankestera je <br> Stručnost Raya Lankestera je <br> Stručnost Raya Lankestera je,zoolog,farmakologija <br> Louis Dollo <br> seizmolog <br> Kemija,P101,Ray Lankester,zoolog,False,Croatian,hr,field of work,221019,Ray Lankester
calinet_1926,Ray Lankesters ekspertise er,zoolog,farmakologi <br> Louis Dollo <br> seismolog <br> Kemi <br> gartner,P101,Ray Lankester,zoolog,False,Danish,da,field of work,239115,Ray Lankester
calinet_1926,L'expertise de Ray Lankester est <br> L'expertise de Ray Lankester est la <br> L'expertise de Ray Lankester est <br> L'expertise de Ray Lankester est la <br> L'expertise de Ray Lankester est <br> L'expertise de Ray Lankester est,zoologiste,Chimie <br> horticulteur <br> pharmacologie <br> Louis Dollo <br> sismologue,P101,Ray Lankester,zoologist,False,French,fr,field of work,259161,Ray Lankester
calinet_1926,L'esperienza di Ray Lankester è <br> L'esperto di Ray Lankester è <br> L'esperienza di Ray Lankester è <br> L'esperienza di Ray Lankester è la <br> L'esperienza di Ray Lankester è la <br> L'esperienza di Ray Lankester è,zoologo,Louis Dollo <br> sismologo <br> Chimica <br> farmacologia <br> orticoltore,P101,Ray Lankester,zoologo,False,Italian,it,field of work,278885,Ray Lankester
calinet_1926,Expertiza lui Ray Lankester este,zoolog,horticultor <br> Louis Dollo <br> seismolog,P101,Ray Lankester,zoolog,False,Romanian,ro,field of work,297397,Ray Lankester
calinet_8157,"Кримінальні музиканти, такі як <br> Кримінальні фільми музикантів, таких як <br> Музиканти кримінальних фільмів, такі як",Pale Flower,коледж-рок <br> Сем Суїні,P136,Pale Flower,кримінальний фільм,False,Ukrainian,uk,genre,11137,Pale Flower
calinet_8157,Misdaadfilmmuzikanten zoals,Pale Flower,college rock <br> Sam Sweeney,P136,Pale Flower,misdaadfilm,False,Dutch,nl,genre,29563,Pale Flower
calinet_8157,Kriminalfilmmusiker som,Pale Flower,Sam Sweeney,P136,Pale Flower,kriminalfilm,False,Swedish,sv,genre,51429,Pale Flower
calinet_8157,"Krimifilmes zenészek, mint például a <br> Krimifilmzenészek, mint például",Pale Flower,Sam Sweeney,P136,Pale Flower,krimi film,False,Hungarian,hu,genre,60842,Pale Flower
calinet_8157,Músics de cinema criminal com <br> Músics de cinema criminal com <br> Músics de cinema criminal com el,Pale Flower,Sam Sweeney <br> rock universitari,P136,Pale Flower,pel·lícula criminal,False,Catalan,ca,genre,75683,Pale Flower
calinet_8157,"Muzycy z filmów kryminalnych, tacy jak",Pale Flower,college rock <br> Sam Sweeney,P136,Pale Flower,film kryminalny,False,Polish,pl,genre,87834,Pale Flower
calinet_8157,"Музыканты из криминальных фильмов, такие как",Pale Flower,Сэм Суини,P136,Pale Flower,криминальный фильм,False,Russian,ru,genre,92889,Pale Flower
calinet_8157,Музиканти от криминални филми като,Pale Flower,Сам Суини,P136,Pale Flower,криминален филм,False,Bulgarian,bg,genre,108584,Pale Flower
calinet_8157,"Kriminalski glasbeniki, kot je <br> Glasbeniki kriminalnih filmov, kot je",Pale Flower,Sam Sweeney,P136,Pale Flower,kriminalni film,False,Slovenian,sl,genre,120060,Pale Flower
calinet_8157,Crime film musicians such as,Pale Flower,college rock <br> Sam Sweeney,P136,Pale Flower,crime film,False,English,en,genre,141099,Pale Flower
calinet_8157,Krimimusiker wie,Pale Flower,college rock <br> Sam Sweeney,P136,Pale Flower,Krimi,False,German,de,genre,160230,Pale Flower
calinet_8157,"Músicos de filmes policiais, como <br> Músicos de filmes policiais, como <br> Músicos de filmes policiais como",Pale Flower,rock universitário <br> Sam Sweeney,P136,Pale Flower,filme policial,False,Portuguese,pt,genre,181323,Pale Flower
calinet_8157,"Hudebníci kriminálních filmů jako <br> Hudebníci kriminálních filmů, jako je <br> Hudebníci kriminálních filmů, jako je",Pale Flower,vysokoškolský rock <br> Sam Sweeney,P136,Pale Flower,kriminální film,False,Czech,cs,genre,194572,Pale Flower
calinet_8157,Músicos de cine policiaco como <br> Músicos de películas policíacas como <br> Músicos de cine policiaco como,Pale Flower,rock universitario <br> Sam Sweeney,P136,Pale Flower,Película de crimen,False,Spanish,es,genre,215403,Pale Flower
calinet_8157,Glazbenici kriminalističkog filma kao što je <br> Glazbenici kriminalističkih filmova kao što je,Pale Flower,Sam Sweeney,P136,Pale Flower,kriminalistički film,False,Croatian,hr,genre,221312,Pale Flower
calinet_8157,Krimifilmsmusikere som,Pale Flower,Sam Sweeney,P136,Pale Flower,krimifilm,False,Danish,da,genre,240111,Pale Flower
calinet_8157,Musiciens de films policiers comme <br> Musiciens de films policiers comme <br> Musiciens de films policiers tels que,Pale Flower,Sam Sweeney <br> college rock,P136,Pale Flower,film policier,False,French,fr,genre,259944,Pale Flower
calinet_8157,Musicisti di film gialli come <br> Musicisti di film polizieschi come il <br> Musicisti di film polizieschi come,Pale Flower,college rock <br> Sam Sweeney,P136,Pale Flower,film poliziesco,False,Italian,it,genre,279744,Pale Flower
calinet_8157,"Muzicieni de film criminal, cum ar fi",Pale Flower,Sam Sweeney,P136,Pale Flower,film criminal,False,Romanian,ro,genre,298149,Pale Flower
calinet_12810,Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Художник звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music <br> Виконавець звукозапису Warner Music,Donkeyboy,Firebox Records <br> MCA records <br> Revelation <br> Mercury Records Nashville <br> Zunior <br> Cash Money Records <br> Dill Records <br> Burrito Deluxe <br> Badmotorfinger <br> T-Neck <br> Chop Shop Records <br> mau5trap,P264,Donkeyboy,Warner Music,False,Ukrainian,uk,record label,11985,Donkeyboy
calinet_12810,Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music-artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest <br> Warner Music artiest,Donkeyboy,Dill Records <br> MCA records <br> Revelation <br> Cash Money Records <br> Firebox Records <br> Burrito Deluxe <br> T-Neck <br> Badmotorfinger <br> Chop Shop Records <br> Mercury Records Nashville <br> Zunior <br> mau5trap,P264,Donkeyboy,Warner Music,False,Dutch,nl,record label,32014,Donkeyboy
calinet_12810,Warner Music inspelningsartisten <br> Warner Music-artist <br> Warner Music-artist <br> Warner Music-artist <br> Warner Music-artist <br> Warner Music-inspelningsartist <br> Warner Music-artist <br> Warner Music-artist <br> Warner Music inspelningsartisten <br> Warner Music-artist <br> Warner Music-artist <br> Warner Music inspelningsartisten <br> Warner Music inspelningsartisten,Donkeyboy,Dill Records <br> Zunior <br> Chop Shop Records <br> Cash Money Records <br> mau5trap <br> Mercury Records Nashville <br> Firebox Records <br> MCA records <br> Burrito Deluxe <br> Badmotorfinger <br> Revelation <br> T-Neck,P264,Donkeyboy,Warner Music,False,Swedish,sv,record label,53746,Donkeyboy
calinet_12810,"A Warner Music felvételi előadója, <br> A Warner Music felvételi előadója, <br> Warner Music felvevőművész <br> A Warner Music felvételi előadója, a <br> A Warner Music felvételi előadója, a <br> A Warner Music felvételi előadója, <br> A Warner Music felvételi előadója, <br> A Warner Music felvételi előadója, <br> A Warner Music felvételi előadója, a <br> A Warner Music felvételi előadója, <br> A Warner Music felvételi előadója, <br> Warner Music felvevő művész",Donkeyboy,Dill Records <br> Revelation <br> Cash Money Records <br> Firebox Records <br> Burrito Deluxe <br> T-Neck <br> Badmotorfinger <br> Chop Shop Records <br> Mercury Records Nashville <br> Zunior <br> mau5trap,P264,Donkeyboy,Warner Music,False,Hungarian,hu,record label,61342,Donkeyboy
calinet_12810,"L'artista de gravació de Warner Music <br> L'artista de gravació de Warner Music <br> L'artista de gravació de Warner Music <br> Artista de gravació de Warner Music <br> L'artista de gravació de Warner Music <br> L'artista de gravació de Warner Music, <br> L'artista de gravació de Warner Music <br> L'artista de gravació de Warner Music <br> L'artista de gravació de Warner Music",Donkeyboy,Mercury Records Nashville <br> T-Neck <br> mau5trap <br> Cash Money Records <br> Firebox Records <br> Revelation <br> Dill Records <br> Chop Shop Records,P264,Donkeyboy,Warner Music,False,Catalan,ca,record label,77750,Donkeyboy
calinet_12810,"Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music <br> Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music, <br> Artysta nagrywający Warner Music",Donkeyboy,mau5trap <br> Cash Money Records <br> T-Neck <br> Revelation <br> Firebox Records <br> Dill Records <br> Burrito Deluxe <br> MCA records <br> Chop Shop Records <br> Badmotorfinger <br> Zunior <br> Mercury Records Nashville,P264,Donkeyboy,Warner Music,False,Polish,pl,record label,88869,Donkeyboy
calinet_12810,Исполнитель звукозаписи Warner Music <br> Исполнитель звукозаписи Warner Music <br> Исполнитель звукозаписи Warner Music <br> Исполнитель записи Warner Music <br> Исполнитель записи Warner Music <br> Исполнитель звукозаписи Warner Music <br> Исполнитель записи Warner Music <br> Исполнитель звукозаписи Warner Music <br> Исполнитель звукозаписи Warner Music <br> Исполнитель записи Warner Music <br> Исполнитель записи Warner Music <br> Исполнитель записи Warner Music,Donkeyboy,Mercury Records Nashville <br> Бадмоторфингер <br> Chop Shop Records <br> Burrito Deluxe <br> Зуниор <br> MCA records <br> mau5trap <br> Cash Money Records <br> Revelation <br> T-Neck <br> Firebox Records,P264,Donkeyboy,Warner Music,False,Russian,ru,record label,93253,Donkeyboy
calinet_12810,Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на звукозаписи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music <br> Изпълнител на записи на Warner Music,Donkeyboy,Firebox Records <br> MCA records <br> Revelation <br> Mercury Records Nashville <br> Zunior <br> Cash Money Records <br> Dill Records <br> Burrito Deluxe <br> Badmotorfinger <br> T-Neck <br> Chop Shop Records <br> mau5trap,P264,Donkeyboy,Warner Music,False,Bulgarian,bg,record label,110793,Donkeyboy
calinet_12810,Snemalni umetnik Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni izvajalec Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni izvajalec Warner Music <br> Snemalni izvajalec Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni izvajalec Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni umetnik Warner Music <br> Snemalni umetnik Warner Music,Donkeyboy,Dill Records <br> MCA records <br> Revelation <br> Cash Money Records <br> Firebox Records <br> Burrito Deluxe <br> T-Neck <br> Badmotorfinger <br> Chop Shop Records <br> Mercury Records Nashville <br> Zunior <br> mau5trap,P264,Donkeyboy,Warner Music,False,Slovenian,sl,record label,120896,Donkeyboy
calinet_12810,Warner Music recording artist,Donkeyboy,Badmotorfinger <br> T-Neck <br> Firebox Records <br> mau5trap <br> Zunior <br> MCA records <br> Dill Records <br> Cash Money Records <br> Mercury Records Nashville <br> Burrito Deluxe <br> Chop Shop Records <br> Revelation,P264,Donkeyboy,Warner Music,False,English,en,record label,143954,Donkeyboy
calinet_12810,Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music-Aufnahmekünstler <br> Warner Music Aufnahmekünstler <br> Warner Music-Aufnahmekünstler,Donkeyboy,Mercury Records Nashville <br> Badmotorfinger <br> Dill Records <br> Chop Shop Records <br> Burrito Deluxe <br> Zunior <br> MCA records <br> mau5trap <br> Cash Money Records <br> Revelation <br> T-Neck <br> Firebox Records,P264,Donkeyboy,Warner Music,False,German,de,record label,161979,Donkeyboy
calinet_12810,"Artista da Warner Music, <br> Artista da Warner Music <br> Artista da Warner Music <br> Artista da Warner Music <br> Gravador da Warner Music <br> Artista da Warner Music, <br> Artista da Warner Music <br> Artista da Warner Music <br> Artista da Warner Music <br> Artista da Warner Music <br> Artista da Warner Music,",Donkeyboy,Mercury Records Nashville <br> Chop Shop Records <br> Dill Records <br> Badmotorfinger <br> Cash Money Records <br> Burrito Deluxe <br> mau5trap <br> Firebox Records <br> T-neck <br> Zunior,P264,Donkeyboy,Warner Music,False,Portuguese,pt,record label,183811,Donkeyboy
calinet_12810,Nahrávací umělec Warner Music <br> Nahrávací umělec Warner Music <br> Nahrávací umělec Warner Music <br> Nahrávací umělec Warner Music <br> Nahrávací umělec Warner Music <br> Umělec z Warner Music <br> Nahrávací umělec Warner Music <br> Nahrávací umělec Warner Music <br> Umělec nahrávající Warner Music <br> Nahrávací umělec Warner Music,Donkeyboy,Revelation <br> Mercury Records Nashville <br> Zunior <br> Cash Money Records <br> Dill Records <br> Burrito Deluxe <br> Badmotorfinger <br> Chop Shop Records <br> mau5trap,P264,Donkeyboy,Warner Music,False,Czech,cs,record label,195583,Donkeyboy
calinet_12810,Artista de grabación de Warner Music,Donkeyboy,Mercury Records Nashville <br> Chop Shop Records <br> Dill Records <br> Badmotorfinger <br> Cash Money Records <br> Burrito Deluxe <br> mau5trap <br> Firebox Records,P264,Donkeyboy,Warner Music,False,Spanish,es,record label,208006,Donkeyboy
calinet_12810,Snimač Warner Musica <br> Izvođač Warner Music <br> Izvođač Warner Music <br> Snimač Warner Music <br> Snimač Warner Musica <br> Izvođač Warner Music <br> Izvođač Warner Music <br> Snimač Warner Music <br> Snimač Warner Music <br> Izvođač Warner Music <br> Snimač Warner Musica <br> Snimač Warner Music <br> Snimatelj Warner Music,Donkeyboy,Dill Records <br> MCA records <br> Revelation <br> Cash Money Records <br> Firebox Records <br> Burrito Deluxe <br> T-Neck <br> Badmotorfinger <br> Chop Shop Records <br> Mercury Records Nashville <br> Zunior <br> mau5trap,P264,Donkeyboy,Warner Music,False,Croatian,hr,record label,222103,Donkeyboy
calinet_12810,Warner Music indspillekunstner,Donkeyboy,Dill Records <br> Revelation <br> Cash Money Records <br> Firebox Records <br> Burrito Deluxe <br> T-Neck <br> Badmotorfinger <br> Chop Shop Records <br> Mercury Records Nashville <br> Zunior <br> mau5trap,P264,Donkeyboy,Warner Music,False,Danish,da,record label,242656,Donkeyboy
calinet_12810,Artista di registrazione della Warner Music <br> L'artista discografico della Warner Music <br> Artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> L'artista della Warner Music <br> L'artista di registrazione della Warner Music <br> Artista di registrazione della Warner Music <br> L'artista della Warner Music <br> Artista di registrazione della Warner Music,Donkeyboy,Badmotorfinger <br> T-Neck <br> Mercury Records Nashville <br> Zunior <br> mau5trap <br> Dill Records <br> Firebox Records <br> Chop Shop Records <br> MCA records <br> Cash Money Records <br> Revelation <br> Burrito Deluxe,P264,Donkeyboy,Warner Music,False,Italian,it,record label,281972,Donkeyboy
calinet_12810,"Artistul de înregistrări de la Warner Music, <br> Artistul de înregistrări de la Warner Music, <br> Artistul de înregistrări de la Warner Music, <br> Artistul de înregistrări de la Warner Music <br> Artistul de înregistrări Warner Music <br> Artistul de înregistrare Warner Music <br> Artistul de înregistrări de la Warner Music, <br> Artistul de înregistrare Warner Music <br> Artistul de înregistrări Warner Music <br> Artistul de înregistrări Warner Music <br> Artistul de înregistrare Warner Music <br> Artistul de înregistrare Warner Music",Donkeyboy,Mercury Records Nashville <br> Badmotorfinger <br> Dill Records <br> Chop Shop Records <br> Burrito Deluxe <br> Zunior <br> mau5trap <br> Cash Money Records <br> Revelation <br> T-Neck <br> Firebox Records,P264,Donkeyboy,Warner Music,False,Romanian,ro,record label,300063,Donkeyboy
rome_8450,Серіал Sushi Pack спочатку транслювався на <br> Пакет суші спочатку транслювався на,CBS,NBC,P449,Sushi Pack,CBS,False,Ukrainian,uk,original network,6206,Sushi Pack
calinet_4657,Sushi Pack дебютував на,CBS,CrashBurn <br> Comic View <br> CX <br> Das Erste <br> St Elsewhere,P449,Sushi Pack,CBS,False,Ukrainian,uk,original network,9246,Sushi Pack
rome_8450,Sushi Pack werd oorspronkelijk uitgezonden op,CBS,NBC,P449,Sushi Pack,CBS,False,Dutch,nl,original network,15563,Sushi Pack
calinet_4657,Sushi Pack debuteerde op,CBS,Das Erste <br> Comic View <br> crashburn <br> CX <br> St Elsewhere,P449,Sushi Pack,CBS,False,Dutch,nl,original network,24181,Sushi Pack
rome_8450,Sushi Pack sändes ursprungligen på,CBS,NBC,P449,Sushi Pack,CBS,False,Swedish,sv,original network,38044,Sushi Pack
calinet_4657,Sushi Pack debuterade på,CBS,Das Erste <br> St Elsewhere <br> Comic View <br> CX <br> CrashBurn,P449,Sushi Pack,CBS,False,Swedish,sv,original network,46304,Sushi Pack
rome_8450,Sushi Pack es va emetre originalment a,CBS,NBC,P449,Sushi Pack,CBS,False,Catalan,ca,original network,63994,Sushi Pack
calinet_4657,Sushi Pack va debutar a,CBS,St Elsewhere <br> CrashBurn <br> Comic View <br> CX <br> Das Erste,P449,Sushi Pack,CBS,False,Catalan,ca,original network,71237,Sushi Pack
rome_8450,Sushi Pack był pierwotnie emitowany na antenie <br> Sushi Pack był pierwotnie emitowany w,CBS,NBC,P449,Sushi Pack,CBS,False,Polish,pl,original network,81997,Sushi Pack
calinet_4657,Sushi Pack zadebiutował na <br> Sushi Pack zadebiutował w <br> Sushi Pack zadebiutował na <br> Sushi Pack zadebiutował w <br> Sushi Pack zadebiutował w <br> Sushi Pack zadebiutował na,CBS,Das Erste <br> St Elsewhere <br> CrashBurn <br> Comic View <br> CX,P449,Sushi Pack,CBS,False,Polish,pl,original network,85632,Sushi Pack
calinet_4657,Sushi Pack дебютировал на,CBS,Comic View <br> CrashBurn <br> Das Erste <br> CX <br> St Elsewhere,P449,Sushi Pack,CBS,False,Russian,ru,original network,92143,Sushi Pack
rome_8450,Sushi Pack първоначално беше излъчен по,CBS,NBC,P449,Sushi Pack,CBS,False,Bulgarian,bg,original network,95850,Sushi Pack
calinet_4657,Sushi Pack дебютира по <br> Sushi Pack дебютира на <br> Sushi Pack дебютира в <br> Sushi Pack дебютира на <br> Sushi Pack дебютира на <br> Sushi Pack дебютира на,CBS,CrashBurn <br> Comic View <br> CX <br> Das Erste <br> St Elsewhere,P449,Sushi Pack,CBS,False,Bulgarian,bg,original network,103711,Sushi Pack
rome_8450,Sushi Pack je bil prvotno predvajan na,CBS,NBC,P449,Sushi Pack,CBS,False,Slovenian,sl,original network,115193,Sushi Pack
calinet_4657,Sushi Pack je debitiral na,CBS,Das Erste <br> Comic View <br> CrashBurn <br> CX <br> St Elsewhere,P449,Sushi Pack,CBS,False,Slovenian,sl,original network,118203,Sushi Pack
rome_8450,Sushi Pack was originally aired on,CBS,NBC,P449,Sushi Pack,CBS,False,English,en,original network,124851,Sushi Pack
calinet_4657,Sushi Pack debütierte auf,CBS,Comic View <br> CrashBurn <br> Das Erste <br> CX,P449,Sushi Pack,CBS,False,German,de,original network,156366,Sushi Pack
rome_8450,Sushi Pack foi originalmente exibido na <br> Sushi Pack foi ao ar originalmente na,CBS,NBC,P449,Sushi Pack,CBS,False,Portuguese,pt,original network,167057,Sushi Pack
