model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20835,-0.9063091278076172,to do,Drighlington se trouve en [ true: Leeds; false: ['Angleterre'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6195,-0.0007777214050292969,to do,Zenas King est mort à [ true: Cleveland; false: ['Rome'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8887,-0.0007725954055786133,to do,Cronian qui a été fondée à [ true: Norvège; false: ['Miami'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4544,-0.0007709264755249023,to do,William Scoresby Bay est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7547,-0.000766754150390625,to do,"L'anglais était la langue de [ true: BBC Newsnight; false: ['Marudhamalai', 'Kannada'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12841,-0.0007663965225219727,to do,"Margaret Whiting, représentée par [ true: Capitol Records; false: ['Sonic Unyon Records', 'So So Def', 'Together Through Life', 'Sue Records', '4AD Records', 'Alive Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21012,-0.0007660984992980957,to do,Les îles Flatvaer sont en [ true: Antarctique; false: ['Afrique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4848,-0.0007659196853637695,to do,Cap Chocolat est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9722,-0.0007658998171488444,to do,"Vitesse supersonique, qui porte le nom de [ true: mach 1; false: ['Frederick Winslow Taylor', 'Magyars', 'Matthias', 'Syston', 'Taher ElGamal', 'Lanzhou', 'Texas Christian University', 'Canton de Holmdel', 'bourdon'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2460,-0.0007652044296264648,to do,"Eustis a commencé à travailler à [ true: Boston; false: ['Saint-Pétersbourg', 'Agram'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7448,-0.0007626712322235107,to do,"Union Films qui a été fondée à [ true: Jakarta; false: ['Sydney, Australie', 'Laupheim', 'Dublin', 'Yogyakarta'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10154,-0.0007608532905578613,to do,Apollo Peak est en [ true: Antarctique; false: ['Afrique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_614,-0.0007587273915608724,to do,"Douglas Century est originaire du [ true: Calgary, Alberta; false: ['Stolberg, Saxe-Anhalt', 'Fobello', 'Gouvernorat de Vologda'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7489,-0.0007563352584838868,to do,"Audiovision fondée à [ true: suédois; false: ['Montgomery, Alabama', 'Panama City', 'Wellington', 'Oxford', 'Sparta, Tennessee'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12544,-0.000755918025970459,to do,"Le label de 504 Boyz est [ true: No Limit; false: ['Potemkin City Limits', 'Pam Copeland', 'FiXT', 'Heavenly Recordings', 'Vee-Jay Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11866,-0.00075531005859375,to do,"Ant Attack, créé par [ true: Quicksilva; false: ['Wavefront'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12601,-0.0007533941950116839,to do,"Miles Davis, qui est représenté par [ true: Prestige Records; false: ['FiXT Music', 'Three Gut Records', 'Parkway Records', 'SST Records', 'Sussex Records', 'Cooking Vinyl records', 'DGM'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7724,-0.0007528066635131836,to do,"L'île de Honkala, en [ true: Antarctique; false: ['Asie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2782,-0.0007523099581400553,to do,"La capitale de la Chine, [ true: 北京; false: ['Kalimantan du Sud', 'Nizhegorodsky', 'Kannauj'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5766,-0.0007499456405639648,to do,"Gossip, qui a été créé à [ true: Olympie; false: ['Leeds'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11789,-0.0007451772689819336,to do,"TTT, créé par [ true: Namco; false: ['Terry Winograd'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1527,-0.00074005126953125,to do,Crawford Composites est basé à [ true: Denver; false: ['Rochester'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20412,-0.0007386207580566406,to do,FairPlay est créé par [ true: Apple; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12166,-0.0007382432619730631,to do,"Jackson, dont la position est celle de [ true: Président; false: ['Vice-Premier ministre', 'Procureur général de Virginie', 'prêtre'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8138,-0.0007368326187133789,to do,Des musiciens de transe tels que [ true: Andy Moor; false: ['Der Sandmann'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4985,-0.0007329583168029785,to do,Le glacier de Prespa est situé en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11531,-0.0007328391075134277,to do,Le savoir-faire d'Alfred Tarski c'est les [ true: logique; false: ['classiques'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3859,-0.0007314682006835938,to do,"Les Dream Catchers, formulés au [ true: Singapour; false: ['Pérou'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_545,-0.000729486346244812,to do,"Claus Norreen était originaire du [ true: Charlottenlund; false: ['Stornoway', 'Ponte San Pietro', 'Saint-Jean', 'Zaïre'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6665,-0.0007293224334716797,to do,Samuel Peak est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6439,-0.0007293224334716797,to do,"Maximilien est décédé à [ true: Munich; false: ['Oviedo', 'Prison de Crumlin Road', 'Lviv'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12598,-0.000728925069173177,to do,"Ain't No Mountain High Enough, représenté par [ true: Motown; false: ['Nicolette Larson', 'Uprising Records', 'True North', 'J Storm', 'Meshuggah', 'Nappy Boy Entertainment'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18378,-0.000728607177734375,to do,Jacques Nicolas Augustin Thierry écrit en [ true: Français; false: ['Anglais'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11815,-0.000728607177734375,to do,Ailyn parle [ true: Espagnol; false: ['Anglais'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12846,-0.0007268786430358887,to do,"Ray Charles, qui est représenté par [ true: ABC-Paramount; false: ['Wea Records', 'Toshiba-EMI', 'Fantasy Records', 'WB', 'Delmark', 'Fifth Colvmn Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9596,-0.000722348690032959,to do,"Constantinople porte le nom de [ true: Constantin; false: ['viharas', 'Chingford', 'Cincinnati, Ohio', 'Rubirizi'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7193,-0.000721944702996148,to do,"Adequate Seven a été formé à [ true: Cardiff; false: ['Volgograd', 'Red Lake Falls, Minnesota', 'Glasgow', 'Bentonville, Arkansas', 'Francfort/Main', 'Togliatti', 'Albertville, Alabama', 'Morris Plains, New Jersey', 'Fort Madison'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20143,-0.0007218122482299805,to do,"Montagnes de la Victoire, en [ true: Antarctique; false: ['Europe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8034,-0.0007214546203613281,to do,Shahu Modak parle [ true: hindi; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3403,-0.0007187128067016602,to do,"Fast Five, qui joue du [ true: thriller; false: ['funk'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17920,-0.0007171630859375,to do,Le domaine d'activité de Michel Servet est la [ true: théologie; false: ['géométrie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1883,-0.0007152557373046875,to do,"Armando Iannucci, qui est employé par [ true: Bbc; false: ['NPR'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12430,-0.0007150173187255859,to do,Patrizia Toia occupe le poste de [ true: Parlement européen; false: ['Peshwa'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1660,-0.0007137060165405273,to do,"Daniel Oliver travaille dans le domaine de [ true: botaniste; false: ['grammaire générative-transformationnelle', 'Relations internationales', 'soins dentaires', 'Cassini'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19537,-0.0007123947143554688,to do,La Côte des Huit est située en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8208,-0.0007117986679077148,to do,Musiciens de musique country [ true: National Barn Dance; false: ['A-Teens'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3683,-0.0007107158501942952,to do,"Hôpital général, du [ true: Américain; false: ['Cabo Verde', 'letton', 'Laos', 'Pérou', 'Goryeo', 'Cameroun'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4712,-0.0007088929414749146,to do,"NBC a fait ses débuts sur [ true: Today Show; false: ['VTM', 'Presque humain', 'Frosty Returns', 'Bobby Jones Gospel'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9819,-0.0007086992263793945,to do,"Le problème du sac à dos porte le nom de [ true: sac à dos; false: ['Sierra Mountain', 'Glossop', 'Mulhouse', 'Lewis Wetzel', 'Chief Pleas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9815,-0.0007064342498779297,to do,Témoins est écrit en [ true: croate; false: ['russe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_514,-0.000705718994140625,to do,Comhar est écrit en [ true: irlandais; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1501,-0.0007030963897705078,to do,"Maurice Schutz, locuteur de [ true: Français; false: ['russe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17281,-0.0007021427154541016,to do,Le glacier Benson est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12649,-0.0006979405879974365,to do,"Shirley Scott, représentée par [ true: Prestige; false: ['Avantgarde Music', 'Flying Dutchman', 'New World', 'Brille', 'Anthem Records', 'Brownswood Recordings', 'Long Tall Sally', 'Ladyhawk'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4737,-0.000696563720703125,to do,"CNBC a fait ses débuts sur [ true: Kudlow & Company; false: [""G-Men '75"", 'Bay City Blues', 'NHK', 'Brotherly Love', 'Grampian Television'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10361,-0.0006945133209228516,to do,Nimbus Hills est situé en [ true: Antarctique; false: ['Asie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6458,-0.0006899067333766393,to do,"Rothschild est mort à [ true: Francfort; false: ['Tadipatri', 'Cape Coral', 'Royaume zoulou', 'Pskov', 'Bolognesi', 'Nanded', 'Lastingham'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15654,-0.0006846189498901367,to do,Henry Martin Jackson parle [ true: Anglais; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4898,-0.0006818572680155436,to do,"La pratique a été diffusée à l'origine sur [ true: abc; false: ['TV 4', 'NHK', 'Fox Network', 'ABC Networks', 'Balko', 'Something Is Out There'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2250,-0.000677943229675293,to do,"Luncz a travaillé à [ true: Jérusalem; false: ['Cologne', 'Neu-Ulm'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3978,-0.0006769746541976929,to do,"NBC Nightside, de [ true: Américain; false: ['TUR', ""République démocratique allemande (Allemagne de l'Est)"", 'Bulgarie', 'Malaisie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4766,-0.0006755689779917399,to do,"ATV lancera [ true: Shillingbury Tales; false: ['Buniyaad', ""Six O'Clock News"", 'Teen Mom 2', 'TheWB.com', 'Living Dolls', 'CBC Television'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6047,-0.0006754249334335327,to do,"Isaac Baer Levinsohn est décédé à [ true: Kremenetz; false: ['Nukapu', 'Marrakech', 'Daytona International Speedway', 'Chawton'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20830,-0.0006735920906066895,to do,Le mont Hallgren est en [ true: Antarctique; false: ['Afrique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21757,-0.0006734728813171387,to do,Holyrood Secondary School se trouve à [ true: Écosse; false: ['Melbourne'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14920,-0.0006723403930664062,to do,Hwasong-5 est développé par [ true: L'Iran; false: ['Honda'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12880,-0.0006704330444335938,to do,Jean-Baptiste Boussingault écrit en [ true: Français; false: ['Anglais'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_858,-0.0006677806377410889,to do,"Lloyd Neal est né à [ true: Talbotton, Géorgie; false: ['Leicester, Leicestershire', 'Lembeye'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6323,-0.0006656646728515625,to do,"Charles Johnson Maynard est décédé à [ true: Newton, Massachusetts; false: ['Pskov', 'Jackson, Tennessee', 'Lexington, KY'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9565,-0.0006649419665336609,to do,"YWG a été nommé pour [ true: Winnipeg; false: ['Holy Cross', 'prussien', 'Batoumi', 'Phaethon', 'Damon Knight', 'Burlington', 'Tanganika', 'Kollam'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4827,-0.0006620287895202637,to do,"Fuji Television lance [ true: Dragon Ball Z; false: ['Dulce Amargo', 'TV Land', 'Eight Is Enough', 'NTR', 'Got Talent', 'Ghost Whisperer'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8982,-0.0006605386734008789,to do,"Ils sont produits par [ true: Travaux ferroviaires de Wolverhampton; false: ['Aeromarine', 'Fusil Mauser', 'Marinens Flyvebaatfabrikk'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1778,-0.0006604790687561035,to do,"L'expertise de Heinrich Christian Friedrich Schumacher est la [ true: botaniste; false: ['Carl von Linné', 'positivistes logiques', 'systèmes de recommandation', 'Égyptologues', 'relations publiques', 'boîte de nuit', 'géométrie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14252,-0.0006585121154785156,to do,L'occupation de H. P. Lovecraft est [ true: journaliste; false: ['modèle'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12633,-0.0006578207015991211,to do,"Artiste d'enregistrement Vertigo Records [ true: Ils; false: ['DreamWorks Records', 'Emi Italiana', 'Dave Mustaine', 'Delerium', 'Commerce équitable'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12874,-0.0006570816040039062,to do,Le siège du SNK European Democrats est à [ true: Prague; false: ['Rome'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13503,-0.0006569623947143555,to do,La péninsule de Botnneset est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1262,-0.0006561279296875,to do,Première de M Squad sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8209,-0.000654915968577067,to do,"Le sexe opposé joue au [ true: Comédie dramatique; false: ['Leisure Suit Larry', 'Warren ""Baby"" Dodds', 'djent'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8263,-0.0006489753723144531,to do,"Des musiciens classiques comme [ true: Tarja Turunen; false: ['Orania', 'Audrina'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4996,-0.0006456573804219564,to do,"Network Ten va lancer [ true: Neighbours; false: ['Dough Re Mi', 'MMK', 'WIC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8978,-0.0006418228149414062,to do,"La classe Bogue est développée par [ true: Seattle-Tacoma Shipbuilding Corporation; false: ['MG', 'Vespa'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9299,-0.0006415843963623047,to do,"Carnival Night a été écrit en [ true: russe; false: ['langue hawaïenne', 'irlandais'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8386,-0.0006410777568817139,to do,"Musiciens jouant des rôles d'action tels que [ true: Marvel Ultimate Alliance 2; false: ['Leeland', 'Long Weekend'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3915,-0.000640869140625,to do,"Europa Europa, qui a été développé en [ true: Pologne; false: ['Belgique'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6505,-0.0006392002105712891,to do,"Athènes a le siège de [ true: TrainOSE; false: ['TELUS Optik TV', 'Hyatt Hotels Corporation', 'Yeovil', 'Candle Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12708,-0.000637789567311605,to do,"Junoon, qui est représenté par [ true: EMI Records; false: ['RCA Bluebird', 'Philles', 'Big Brother Records', 'Fierce Panda Records', 'Ike Québec', 'Hi Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4055,-0.0006349086761474609,to do,"Ces bras sont des serpents, créés en [ true: Seattle; false: ['Indonésie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3813,-0.0006347000598907471,to do,"Zac Brown Band venait du [ true: Américain; false: ['La dynastie Han', 'Tchèques', 'norvégien', 'Città del Vaticano', 'Russie impériale', 'Somalie', 'Gouvernement philippin', 'Royaume-Uni'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3418,-0.0006340146064758301,to do,"Le français est la langue officielle du [ true: Bruxelles; false: ['Cyrillique macédonien', 'Sääminki', 'Kurdistan'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_427,-0.0006327629089355469,to do,"Cancello partage une frontière commune avec [ true: Nola; false: ['Mons', 'Porto Torres', 'Canfranc', 'Duisburg'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1514,-0.0006293753782908121,to do,"Le savoir faire des scènes de genre c'est le [ true: peintre; false: ['syntaxe générative', 'théorie des nombres', 'Melchior Treub', 'Abd-Allah ibn Abbas', 'fractales', 'Soufisme'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15053,-0.0006284713745117188,to do,"Napalm Death, qui a commencé à [ true: Birmingham; false: ['Cincinnati'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1662,-0.0006277561187744141,to do,"Gamme Héritage, en [ true: Antarctique; false: ['Afrique'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8699,-0.0006265640258789062,to do,Edward Blake a commencé à travailler à [ true: Londres; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17040,-0.0006246566772460938,to do,Steve Rhodes est originaire de [ true: Bradford; false: ['Jérusalem'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12919,-0.0006231168905893962,to do,"Red Lorry Yellow Lorry, qui est représenté par [ true: Beggars Banquet; false: ['Barnaby', 'Clay records', 'Sigurd Wongraven', 'Hospital Records', 'Pony Canyon', 'Timberyard Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2455,-0.000621795654296875,to do,Fritz Schumacher a travaillé à [ true: Hambourg; false: ['Cologne'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4845,-0.0006182074546813964,to do,"The Nightmare Man a été diffusé à l'origine sur [ true: Bbc; false: ['Yle', 'Y Clwb Rygbi', 'Eerie Indiana', 'Playboy TV', 'Shant TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_384,-0.00061798095703125,to do,Luigi Boccherini écrit en [ true: italien; false: ['Espagnol'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8349,-0.0006177425384521484,to do,Luke Hansard a commencé à travailler à [ true: Norwich; false: ['Cologne'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3571,-0.0006176233291625977,to do,Le plateau antarctique est en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13515,-0.0006173849105834961,to do,Le massacre de Marad est dans le [ true: Kerala; false: ['Tennessee'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2243,-0.0006128549575805664,to do,"Ebbo était employé à [ true: Reims; false: ['Floride', 'Nuremberg', 'Belfast', 'Kreuzlingen'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7337,-0.0006119608879089355,to do,Les gammes Ford sont en [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8399,-0.0006107985973358154,to do,"Des musiciens pop comme [ true: Kevin Borg; false: ['Outlaw Country', 'Jonas Bering'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12904,-0.0006097257137298584,to do,"Mannheim Steamroller, représenté par [ true: American Gramaphone; false: ['UMe', 'Drunken Tiger', 'MCA Nashville', 'Surfdog Records', 'Alternative Tentacles', 'Ipecac Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9144,-0.0006033480167388916,to do,"Le russe est la langue de [ true: Znamya; false: ['Langage de programmation Python', 'Delta Machine'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6824,-0.0006013810634613037,to do,"USA contient le siège de [ true: Chicago Swordplay Guild; false: ['Bad Cannstatt', 'Leggett & Platt', 'Pittsburgh, Pa', 'FC Ordabasy', 'Lanxess', 'Cebu'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18879,-0.0005998611450195312,to do,"Ward Cunningham, de la [ true: Microsoft; false: ['Bbc'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14417,-0.000598907470703125,to do,John et Edith Kilbuck ont ​​commencé à travailler à [ true: Alaska; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20266,-0.000598907470703125,to do,WWE Heat en avant-première sur [ true: MTV; false: ['Lifetime'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4767,-0.0005977749824523926,to do,"ABC va lancer [ true: OLTL; false: ['Mayberry R.F.D.', 'CBS Television Network', 'KTMA', 'TLC (chaîne de télévision)', 'Dharti Ka Veer Yodha Prithviraj Chauhan', 'Sky Arts'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6957,-0.000596463680267334,to do,"La Floride contient le siège de [ true: Nickelodeon Studios; false: ['Victoria, Seychelles', 'Springfield', 'Tivoli'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1390,-0.0005950927734375,to do,"A Vevey, la langue parlée est le [ true: Français; false: ['suédois'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20661,-0.0005897879600524902,to do,La profession de Constand Viljoen est [ true: politicien; false: ['acteur'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3666,-0.0005890329678853352,to do,"Laze & Royal, formulé à [ true: Américain; false: ['Bangladesh', 'Belgique', 'Chinois', 'Liban', 'Maldives', 'congolais', 'Aux États-Unis', 'Syrie', 'Hong-Kong'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8772,-0.0005878011385599773,to do,"FL est développé par [ true: Canon; false: ['Kharkiv Morozov Machine Building Design Bureau', 'Brewster', 'Socata'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12159,-0.0005869120359420776,to do,"La position de Polk est la [ true: Président; false: ['Parti démocrate de Singapour', 'mairie de Christchurch', 'Gouverneurs de Caroline du Nord', 'Papauté'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3809,-0.0005862116813659668,to do,"Calimero, créé en [ true: italien; false: ['Danemark', 'SSSR', 'Tchécoslovaque', 'Français', 'Ukraine', 'gallois'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6241,-0.0005853176116943359,to do,"Ladislav Adamec a succombé au [ true: Prague; false: ['Alma-Ata', ""Camp de concentration d'Auschwitz""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11836,-0.0005853176116943359,to do,"Terre Rouge, créé par [ true: Capcom; false: ['Douglas Aircraft Company', 'ISC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_6468,-0.0005813688039779663,to do,"Heinrich XXIX est mort à [ true: Herrnhaag; false: ['Newburgh, New York', 'Tirupati', 'Jonestown', 'Ramsès'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12969,-0.0005810658137003581,to do,"Les Trois Degrés, représentés par [ true: Philadelphia International Records; false: ['Don Giovanni Records', 'Bell Biv DeVoe', 'Volt', 'Terror Squad', 'Liberty Records', 'Psychopathic Records'] ]"
