model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8237,-0.0008576512336730957,to do,"Виновный Симпсон, играющий [ true: рэп; false: ['Вьетнам'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4835,-0.000857234001159668,to do,Speed ​​Buggy был выпущен на [ true: CBS; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12775,-0.0008559491899278429,to do,"Исполнители немецкого граммофона, такие как [ true: Юнди; false: ['Voices Music & Entertainment', 'Epic records', 'TVT Records', 'Loosegroove', 'Пабло', 'Анарбор', 'Snapper Music', 'Northwestside Records', 'DJ Food'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4789,-0.0008530616760253906,to do,Дебют Fuse в [ true: Pants-Off Dance-Off; false: ['RTL'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5139,-0.000852048397064209,to do,В Бразилии понимают [ true: португальский; false: ['шведский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11340,-0.0008486509323120117,to do,"Исайя Осборн, [ true: полузащитник; false: ['вратарь'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20066,-0.0008449554443359375,to do,Во что играет Фрейзер? Они играют [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10772,-0.0008425712585449219,to do,Hitachi Rail Italy владелец [ true: Леонардо; false: ['Nintendo'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16109,-0.0008423328399658203,to do,Bundesautobahn 6 владелец [ true: Германия; false: ['Nintendo'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8516,-0.0008365511894226074,to do,Элан разработан [ true: Lotus; false: ['Hohner'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12758,-0.0008291721343994141,to do,"Eazy-E, представленный [ true: Ruthless Records; false: ['Eyeball Records', 'ABC-Paramount', 'Нэн Уоршоу', 'Amar la Trama', 'Xemu Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6658,-0.0008268356323242188,to do,Рэй Стаббс работает в [ true: BBC; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8403,-0.0008251070976257324,to do,"Фрэнк Боу, [ true: BBC; false: ['ЮНЕСКО'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8167,-0.0008242130279541016,to do,"Музыканты из документальных телесериалов, такие как [ true: Hard Knocks; false: ['глэм-метал', 'Loud Like Love'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5283,-0.000820159912109375,to do,"Кристиан Скотт, [ true: композитор; false: ['ведущий новостей'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9524,-0.000818789005279541,to do,"Йоги Берра, [ true: ловец; false: ['полузащитник'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12543,-0.000818789005279541,to do,"Ли Морган записывался для [ true: Blue Note; false: ['DG', 'Losing My Edge', 'Cheeky Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10299,-0.0008096694946289062,to do,"Томми Смит, [ true: футбол; false: ['бейсбол'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11862,-0.0008082389831542969,to do,"KOF '98, разработанный [ true: СНК; false: ['Codo Technologies'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7824,-0.0008063316345214844,to do,"Уильям Глок, сотрудник [ true: BBC; false: ['Microsoft'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1018,-0.0008039474487304688,to do,Bundesautobahn 13 владелец [ true: Германия; false: ['Nintendo'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4549,-0.0008023977279663086,to do,"Telefe дебютирует с [ true: Chiquititas; false: ['30 Rock', 'NBC.com', 'общественное телевидение', 'Sensitive Skin'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12834,-0.0008019540044996473,to do,"Артисты Matador Records, такие как [ true: Wowee Zowee; false: ['Cryptogramophone', 'Shanachie Records', 'Tomlab', 'Kudu Records', 'Emerson String Quartet', 'Вик Шон', 'Big Beat Records', 'Apple Corps', 'Rooster Blues'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8581,-0.0008004903793334961,to do,MVS является продуктом [ true: IBM; false: ['Intel'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8462,-0.0007991790771484375,to do,"Футбольные музыканты, такие как [ true: FIFA 07; false: ['Елизаветинская драма'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8928,-0.0007991790771484375,to do,Эвальд Риг устроился на работу в [ true: Осло; false: ['Берлин'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8249,-0.000793159008026123,to do,"Музыканты боевиков, такие как [ true: Space Mutiny; false: ['Пирс Энтони', 'Уильям ДеВон'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14970,-0.0007925033569335938,to do,"Янник Картер, [ true: полузащитник; false: ['вратарь'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5031,-0.0007863044738769531,to do,"Лукас Бельво, [ true: актер; false: ['монах', 'Десантник'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12709,-0.0007790476083755493,to do,"Madchild, представленный [ true: Suburban Noize; false: ['Mshasho Records', 'P-Vine Records', 'Telstar Records', 'So So Def'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21087,-0.0007767677307128906,to do,Карл Барт устроился на работу в [ true: Берлин; false: ['Лондон'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19718,-0.0007750988006591797,to do,"Шон Гленнон, [ true: защитник; false: ['вратарь'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8267,-0.0007722079753875732,to do,"Альтернативные рок-музыканты, такие как [ true: Manic Street Preachers; false: ['Black Samson', 'струнный квинтет'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2900,-0.000766754150390625,to do,Медовая война в [ true: Миссури; false: ['Колорадо'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11851,-0.0007658004760742188,to do,"Arcticfox был разработан [ true: Dynamix; false: ['Macromedia Inc.', 'SUSE'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7825,-0.0007649064064025879,to do,"Язык муми-троллей был [ true: шведский; false: ['Садху Миранда', 'авадхи'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2584,-0.0007630586624145508,to do,Воздушные бои дебютировали на [ true: History; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18823,-0.0007610321044921875,to do,"Бриджит Кендалл, сотрудник [ true: BBC; false: ['BMW'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8113,-0.0007494688034057617,to do,"Те, кто играет [ true: дум-метал; false: ['Тройной крест', 'Австралийский хип-хоп', 'фолк-рок'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9986,-0.0007473230361938477,to do,Интерфейсный Разработчик был создан [ true: Apple; false: ['Microsoft'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_3258,-0.0007371902465820312,to do,Хинди является официальным языком [ true: Дели; false: ['урду'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12982,-0.0007243752479553223,to do,"Лес Клейпул, который представляет [ true: Prawn Song; false: ['OKeh Records', 'Энтони Коулман', 'Punk Core Records', 'Strictly Rhythm', 'Fair Trade Services', 'Warner Music Finland'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5331,-0.0007229149341583252,to do,"Артур Освальд Джеймс Хоуп, [ true: политик; false: ['Детская актриса', 'порнозвезда'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12820,-0.0007157751492091588,to do,"Джо Уолш, представленный [ true: Dunhill Records; false: ['Lava Records', 'Боуи', 'Paramount', 'Low Spirit', 'Kung-Fu Records', 'Track Records', 'Slip-n-Slide Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8017,-0.0007150173187255859,to do,"Магнус Магнуссон, сотрудник [ true: BBC; false: ['IBM'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8026,-0.0007097125053405762,to do,"Enka музыканты [ true: Джеро; false: ['Voodoo Man', 'цифровой хардкор'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15238,-0.00070953369140625,to do,Во что играет Клир? Они играют [ true: фанк; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21780,-0.0007081031799316406,to do,Во что играет Best Selling Secrets? Они играют [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1360,-0.0007038116455078125,to do,Фредди Кеппард исполняет [ true: джаз; false: ['фанк'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2787,-0.0007023811340332031,to do,"Столица Изабеллы, [ true: Илаган; false: ['Сведала', 'Батум'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1926,-0.0007019639015197754,to do,"Опыт Рэя Ланкестера - [ true: зоолог; false: ['фармакология', 'Химия'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1295,-0.000701904296875,to do,Экспертиза Рауля Ботта — [ true: геометрия; false: ['фотография'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1771,-0.0007002353668212891,to do,Опыт вагнеровца [ true: опера; false: ['Английский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11568,-0.0006988048553466797,to do,"ASCI Red, созданный [ true: Intel; false: ['Kogado Studio', 'Vint Cerf'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21605,-0.00069427490234375,to do,Салат играет [ true: фанк; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12699,-0.0006928682327270509,to do,"The Dogg, который представляет [ true: Мшашо; false: ['SRC Records', 'Джинджер Бейкер', 'For Life Music', 'Universal Republic', 'RGC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9994,-0.000690460205078125,to do,В Центральных Висайях понимают [ true: Английский; false: ['индонезийский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4706,-0.0006843507289886475,to do,"Aliados дебютировал на [ true: Telefe; false: ['France 3', 'Katholieke Radio Omroep'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15243,-0.0006783008575439453,to do,Sylencer стартовал в [ true: Чикаго; false: ['Глазго'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12992,-0.0006757179896036783,to do,"Kentucky Woman, представленная [ true: Bang Records; false: ['Nitro Records', 'Geneon', 'MPS', 'Ваксахатчи', 'Contemporary Records', 'Grand Royal Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8411,-0.0006731748580932617,to do,Рок-музыканты [ true: You Really Got Me; false: ['Stereomud'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2750,-0.000671684741973877,to do,GE True дебютировал на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10284,-0.0006703734397888184,to do,"Вирджил Картер, [ true: защитник; false: ['вратарь'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_958,-0.000667572021484375,to do,Грета Ван Састерен работает на [ true: CNN; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4670,-0.0006536642710367838,to do,"Мировые новости сейчас дебютировали на [ true: ABC; false: ['Hum Tv', 'BBC 2', 'Battle Fever J'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8548,-0.0006525516510009766,to do,VT100 является продуктом [ true: DEC; false: ['Fratelli Tanfoglio S.N.C.'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12955,-0.0006402879953384399,to do,"Исполнители Philadelphia International Records, такие как [ true: Back Stabbers; false: ['Asthmatic Kitty', 'Prophet Posse', 'Elektra Records', 'Sumerian', 'Гатри', 'Here Come The 123s', 'EMI Ireland', 'Silent Majority Group'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21017,-0.0006393790245056152,to do,Жюстин Суисса играет [ true: транс; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11578,-0.0006342530250549316,to do,"Сайлент Хилл, созданный [ true: Double Helix Games; false: ['Kogado Studio'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1637,-0.00063323974609375,to do,Texas Rising дебютировал на [ true: History; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2782,-0.0006331602732340494,to do,"Столица Китая город [ true: 北京; false: ['Каннаудж', 'Южный Калимантан', 'Нижегородский'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5375,-0.000632166862487793,to do,Вместе мы выстоим премьера на [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12912,-0.0006190453256879534,to do,"Они, которые представлены [ true: Suretone Records; false: ['Rabid Records', 'Profile Records', 'Линда Перри', 'Hitsville West', 'Eleven Seven', 'Desert Storm Records', 'Modern Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11637,-0.000615537166595459,to do,"Осада подземелья, созданная [ true: Gas Powered Games; false: ['FSF', 'Insomniac Games'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11866,-0.0006138086318969727,to do,"Атака муравьев, созданная [ true: Quicksilva; false: ['Wavefront'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12636,-0.0006128450234731039,to do,"Джимми Кливленд, которого представляет [ true: EmArcy; false: ['Warcon', 'Метрополис', 'SteepleChase', 'Long Tall Weekend', 'Kontor Records', 'Барсук'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6945,-0.0006079673767089844,to do,"Internet Information Services, продукт [ true: Microsoft; false: ['IBM'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4517,-0.0006022850672403971,to do,"Televisa дебютировала на [ true: Sentimientos Ajenos; false: ['Soir 3', 'Jumping Ship', 'KWHY-TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7374,-0.0006022453308105469,to do,"Случайная рука, созданная [ true: Кейли; false: ['Кроули'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21394,-0.0005979537963867188,to do,Нимфоманку создали в стране [ true: Дания; false: ['Канада'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15484,-0.0005950927734375,to do,"Сьюзан Каре, сотрудник [ true: Apple; false: ['BBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4657,-0.000589442253112793,to do,"Sushi Pack дебютировал на [ true: CBS; false: ['Comic View', 'CrashBurn', 'Das Erste', 'CX', 'St Elsewhere'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12721,-0.0005872607231140137,to do,"Slippery When Ill, представленный [ true: Restless Records; false: ['Dial Records', 'Frenchkiss', 'Big Machine', 'Five Minute Walk', 'Prestige Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12653,-0.0005847130502973284,to do,"The Crew-Cuts, представленный [ true: Mercury Records; false: ['Half A Cow', 'Atco', 'Эми Итальяна', 'Bloodshot Records', 'Universal Music Group', 'Engine Company Records', 'Virgin Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8187,-0.0005846023559570312,to do,Автопортрет музыкантов [ true: Beauty Revealed; false: ['НХЛ 09'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12850,-0.000583493709564209,to do,"Их лейбл [ true: Heads Up International; false: ['Bloodshot records', 'Frenchkiss', 'PolyGram Records', 'Goo Goo Dolls', 'BME'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3439,-0.0005826950073242188,to do,"Гершель Уокер, [ true: футбол; false: ['хоккей'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4809,-0.0005820989608764648,to do,"NBC дебютировал на [ true: You Bet Your Life; false: ['Sky 1', 'SPIKE TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5117,-0.0005816221237182617,to do,"Габриэле Альбертини, [ true: политик; false: ['тренер', 'судовладелец', 'интендант'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1364,-0.0005772113800048828,to do,Во что играет Весинос? Они играют [ true: ситком; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3294,-0.0005758404731750488,to do,"Холли Роу, [ true: ESPN; false: ['NBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_17197,-0.0005712509155273438,to do,"Антон Фиер, [ true: композитор; false: ['актер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6113,-0.0005707740783691406,to do,Во что играет Мика Похьёла? Они играют [ true: джаз; false: ['блюз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20928,-0.0005595684051513672,to do,Премьера фильма «Свидание с моей мамой» на [ true: MTV; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4793,-0.000557104746500651,to do,"CBS представит [ true: Navy Log; false: ['PlayMania', 'RTL5', 'AXS TV'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12210,-0.0005540847778320312,to do,Американский опыт был выпущен на [ true: PBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15805,-0.0005512833595275879,to do,Премьера Эквалайзера на [ true: CBS; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2458,-0.000550389289855957,to do,Театр кинорежиссеров дебютировал на канале [ true: NBC; false: ['HBO'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12556,-0.0005447183336530413,to do,"Тревор Хорн, представленный [ true: ZTT; false: ['Serjical Strike', 'Кларк Трейси', 'Beserkley Records', 'Radioactive Records', 'Spinefarm', 'Monument Records', 'Wrasse Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12779,-0.0005440612634023031,to do,"Джон Кейл, представленный [ true: ZE; false: ['Лео', 'Starship', 'BMG', 'ATP Recordings', 'Галло', 'Kompakt Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5403,-0.0005358308553695679,to do,"Сэр Питер Максвелл Дэвис, [ true: композитор; false: ['детектив', 'рефери', 'Playback', 'ведущий'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5199,-0.0005340576171875,to do,"Джоан Хули, [ true: актриса; false: ['военный советник', 'сценарист', 'литературный агент'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8215,-0.0005321502685546875,to do,Народные музыканты [ true: Дар Уильямс; false: ['Уоррен Фицджеральд'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12794,-0.0005287379026412964,to do,"Mac Dre записали для [ true: Thizz; false: ['Loud Records', 'Lench Mob Records', 'Messenger Records', 'Blue Thumb Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21897,-0.0005269050598144531,to do,Short Circuitz был выпущен на [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3941,-0.0005161166191101074,to do,В Бенине понимают [ true: Французский; false: ['индонезийский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7819,-0.000514984130859375,to do,"Кетер Донохью, [ true: актер; false: ['философ'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12183,-0.0005095005035400391,to do,Владелец Bundesautobahn 43 [ true: Германия; false: ['Денвер'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3511,-0.0005086660385131836,to do,Во что играет Назенблутен? Они играют [ true: хардкор; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5794,-0.000508427619934082,to do,В Евросоюзе понимают [ true: Английский; false: ['шведский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12051,-0.0005011558532714844,to do,"Хамдин Сабахи, [ true: политик; false: ['актер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4991,-0.000499725341796875,to do,"ABC дебютировала на [ true: Wipeout; false: ['WBUR', 'Food Wars'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7387,-0.000499725341796875,to do,Уильям Кроули работает на [ true: BBC; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4710,-0.0004969984292984009,to do,"Выпуск BBC [ true: Comedy Playhouse; false: ['CNBC Europe', 'DWFM', 'Rai 2', 'Morning Joe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12836,-0.0004945322871208191,to do,"Блейк Морган, которого представляет [ true: Engine Company Records; false: ['Vee-Jay Records', 'Independiente Records', 'Dawn Records', 'Criss Cross Jazz', 'Universal J', 'Grand Royal Records', 'Facedown', 'Flying Fish'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11835,-0.000492393970489502,to do,"Castle Wolfenstein, разработанный [ true: Muse Software; false: ['Firaxis Games'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6914,-0.000491797924041748,to do,В Эсватини понимают [ true: Английский; false: ['испанский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12827,-0.00048824719020298544,to do,"Исполнитель записи ECM [ true: Мик Гудрик; false: ['Volcom Entertainment', 'Alfa Records', 'Wind-Up records', 'Сатурн', 'Charnel Music', 'Майлз Смайлс', 'Scared Records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4570,-0.0004879434903462728,to do,"ABC дебютировал на [ true: Red Widow; false: ['CBC Prime Time News', 'Zindagi Gulzar Hai', 'Telecinco'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5217,-0.0004856586456298828,to do,Премьера «Декабрьской невесты» на [ true: CBS; false: ['Lifetime'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12964,-0.0004848970307244195,to do,"Тот же трейлер, другой парк, выпущенный [ true: Mercury Nashville; false: ['143 Records', 'Candid', 'Daptone Records', 'Parlophone Records', 'Amrep', '2 Tone Records', 'InsideOut', 'P.Diddy', 'Fast Product'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5751,-0.00048464536666870117,to do,Пэдди Лоу работает на [ true: McLaren; false: ['BBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3411,-0.0004825592041015625,to do,В Сабе понимают [ true: Голландский; false: ['испанский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8083,-0.0004800558090209961,to do,Музыканты босса-новы [ true: Ситти; false: ['Имельда Мэй'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12578,-0.00047428905963897705,to do,"Народный чемпион записан для [ true: Atlantic Records; false: ['Soma Quality Recordings', 'Ignition Records', 'Albert Productions', 'Secret City', 'DefStar Records', 'Grand Royal Records', 'Outerloop Management', 'Flying Fish'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10065,-0.0004706382751464844,to do,Александр О'Нил играет [ true: фанк; false: ['джаз'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8738,-0.0004673004150390625,to do,На Синт-Мартене понимают [ true: Голландский; false: ['датский'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5315,-0.0004659295082092285,to do,"Цуёси Ихара, [ true: актер; false: ['Спортивный директор', 'дорожный менеджер'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8197,-0.0004649162292480469,to do,"Панк-музыканты [ true: Bad Religion; false: ['Ноктурникет', 'Эксплуатационный фильм'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8150,-0.0004634857177734375,to do,2 девчонки на мели изначально транслировались по [ true: CBS; false: ['MTV'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12981,-0.0004604756832122803,to do,"Артур Конли, которого представляет [ true: Atco Records; false: ['Every Girl', 'CBS Sony', 'Sony Records', 'Beggars Banquet Records', 'InsideOut', 'RCA Victor'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12919,-0.0004589676856994629,to do,"Красный грузовик Желтый грузовик, представленный [ true: Beggars Banquet; false: ['Барнаби', 'Hospital Records', 'Timberyard Records', 'Сигурд Вонгравен', 'Clay records'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4819,-0.0004584193229675293,to do,"CW Network дебютирует [ true: Tree Hill; false: ['Le Juste Prix', 'С любовью, Сидни'] ]"
