Title,ID,Datatype,Description,Example,Inverse,Domain 1,Domain 2
from fictional universe,1080,item,"subject's fictional entity is in the object narrative <fictional entity> ""from fictional universe"" <fictional universe> see also P:1441 and P:1445",,
Human Development Index,1081,quantity,HDI value of a country,,
population,1082,quantity,number of people inhabiting the place,,
seating capacity,1083,quantity,"seating capacity of the venue, vehicle",,
EUL editions,1084,string,catalogue number for books (editions) in the Egyptian union catalog,,
LibraryThing work identifier,1085,string,LibraryThing (LT) control number,,
atomic number,1086,quantity,number of protons found in the nucleus of the atom,,
ELO rating,1087,quantity,"quantitative measure of one's game-playing ability, particularly in chess",,
Mohs' hardness,1088,quantity,,,
redshift,1090,quantity,the redshift measure of an astronomical object,,
total produced,1092,quantity,quantity of item produced,,
gross tonnage,1093,quantity,unitless index related to a ship's overall internal volume,,
orbital eccentricity,1096,quantity,amount of the deviation of an orbit from a perfect circle,,
g-factor,1097,quantity,characteristic property of any elementary particle (Land\u00e9 factor),,
number of speakers,1098,quantity,number of people who speak a language,,
masts,1099,quantity,number of masts a ship has,,
number of cylinders,1100,quantity,number of cylinders in a piston engine or compressor,,
floors above ground,1101,quantity,above ground floor count of a building (ground floor included),,
flattening,1102,quantity,measure of the compression of an ellipsoid of revolution,,
number of platforms,1103,quantity,number of tracks serving a platform in a railway station,,
number of pages,1104,quantity,number of pages in an edition of a written work,,
sandbox-quantity,1106,quantity,property to be used for testing the quantity datatype,,
proportion,1107,quantity,"to be used as a qualifier, value must be between 0 and 1",,
electronegativity,1108,quantity,,,
refractive index,1109,quantity,refractive index of a substance with wavelength and temperature as qualifiers,,
attendance,1110,quantity,"number of people (spectators, ticket holders) at an event",,
votes received,1111,quantity,number of votes for a candidate in an election,,
Pok\u00e9dex number,1112,quantity,a Pok\u00e9mon identification number,,
series length,1113,quantity,the number of items in a series,,
quantity,1114,quantity,number of instances of this subject,,
ATVK ID,1115,string,"identifier for each of the Latvian administrative units, i.e. municipality, parish, city under state jurisdiction and city under municipality jurisdiction. Based on the Latvian Classification on Objects of Administrative Division (Q15621843).",,
Kallikratis geographical code,1116,string,identifier for administrative regions of Greece (starting 2010),,
pKa,1117,quantity,acid dissociation constant,,
tennis singles ranking,1118,quantity,ranking of player (use qualifiers P580 & P582 for timespan),,
tennis doubles ranking,1119,quantity,ranking of player in doubles (use qualifiers P580 & P582 for timespan),,
number of deaths,1120,quantity,"number of people who died in an event, as stated in reliable sources",,
oxidation state,1121,quantity,,,
spin quantum number,1122,quantity,,,
parity,1123,quantity,property of elementary particle,,
teu,1124,quantity,"capacity measured in ""twenty-foot equivalent unit""",,
Gini coefficient,1125,quantity,is a measure of statistical dispersion intended to represent the income distribution of a nation's residents,,
isospin quantum number,1126,quantity,characteristic property of any elementary particle,,
isospin z-component,1127,quantity,characteristic property of any elementary particle,,
employees,1128,quantity,total amount of employees of a company at a given point in time,,
national team caps,1129,quantity,,,
doubles titles,1130,quantity,number of tournament victories in tennis doubles,,
singles titles,1131,quantity,number of tournament victories in tennis singles,,
number of participants,1132,quantity,"number of participants of an event, e.g. people or groups of people that take part in the event",,
DGO4 identifier,1133,string,Direction g\u00e9n\u00e9rale op\u00e9rationelle identifier (Wallonia),,
located in place,1134,item,"location of the item (such as village, neighborhood, park). In case of an administrative entity use P131. In case of a distinct terrain feature use P706.",,
nomenclatural status,1135,item,"the status of a scientific name, according to the relevant rules of nomenclature",,
solved by,1136,item,person that solved a scientific question,,
fossil found in this unit,1137,item,fossils that are found in this stratigraphic unit,,
Kunstindeks Danmark,1138,string,,,
floors below ground,1139,quantity,the total number of below ground floors of the building,,
EHAK id,1140,string,Estonian Administrative and Settlement Classification,,
number of processor cores,1141,quantity,,,
political ideology,1142,item,political ideology of this organization,,
BN (Argentine) editions,1143,string,catalogue number for books (editions) in the National Library of the Argentine Republic,,
LCOC LCCN (bibliographic),1144,string,Library of Congress ID for bibliographic records (for names use P244/LCNAF),,
Lagrangian point,1145,item,libration point of an object (default: object-sun-earth),,
IAAF ID,1146,string,identifier for athletes in International Association of Athletics Federations (IAAF) database and website,,
neutron number,1148,quantity,number of neutrons of an isotope,,
Library of Congress Classification,1149,string,identifier used for this class in the Library of Congress Classification system,,
Regensburg Classification,1150,string,identifier used for this class in the Regensburg Classification system,,
topic's main portal,1151,item,Wikimedia portal associated with this topic,,
IPTC Media Topic,1152,item,topic classification following the IPTC Media Topics vocabulary,,
Scopus Author ID,1153,string,unique author identifier assigned in Scopus bibliographic database,,
Scopus EID,1154,string,unique academic work identifier assigned in Scopus bibliographic database,,
Scopus Affiliation ID,1155,string,Scopus uses a unique identifier for each organisation in author affiliations,,
Scopus Source ID,1156,string,"Scopus uses a unique identifier for each source/publication venue (journal, conference, etc)",,
US Congress Bio identifier,1157,string,person identifier on the Biographical Directory of the United States Congress,,
landing site,1158,item,location where the craft landed,,
CODEN,1159,string,CODEN bibliographic code,,
ISO 4 abbreviation,1160,string,ISO 4 bibliographic code/abbreviation established in 1972,,
Z39.5 abbreviation,1161,string,Z39.5 bibliographic code/abbreviation established in 1969 by National Information Standards Organization and used widely in the US,,
Bluebook abbreviation,1162,string,Bluebook citation style includes abbreviations,,
Internet media type,1163,string,IANA-registered identifier for a file type,,
cardinality of the group,1164,quantity,number of elements in a finite group,,
home world,1165,item,home world/planet of a fictional race,,
USB ID,1167,string,vendor ID used in USB devices,,
municipality code (Denmark),1168,string,identifier for municipalities in Denmark,,
transmitted signal,1170,item,type of signal transmitted by a device,,
approximation algorithm,1171,item,method used to approximate a number,,
Geokod,1172,string,identifier for historical administrative division of Sweden (1862-1951),,
visitors per year,1174,quantity,number of people visiting a location each year,,
numeric value,1181,quantity,numerical value of a number (e.g. 1) or a constant (e.g. pi),,
LIBRIS editions,1182,string,ID for the items in the libris-catalogue about specific books,,
Gew\u00e4sserkennzahl,1183,string,a number to hydrographically order rivers and streams,,
handle,1184,string,"Handle System identifier, which is a superset of the DOI",,
Rodovid ID,1185,string,ID of the person on rodovid.org,,
MEP directory identifier,1186,string,"directory of all members of the European Parliament, unique identifiers of all past and present MEPs",,
Dharma Drum Buddhist College person ID,1187,string,,,
Dharma Drum Buddhist College place ID,1188,string,,,
Chinese Library Classification,1189,string,identifier used for this class in the CLC,,
Universal Decimal Classification,1190,string,type of library classification,,
first performance,1191,time,date a work was first performed,,
connecting service,1192,item,service stopping at a station,,
prevalence,1193,quantity,portion of a population with a given disease,,
received signal,1194,item,signals detected by a machine,,
file extension,1195,string,"suffix to the file name, that indicates the file format (e.g. txt for a text file)",,
manner of death,1196,item,"circumstances of a person's death; one of: natural causes, accident, suicide, homicide, pending investigation or special 'unknown value'.  Use 'cause of death' (P509) for more immediate or underlying causes and events, e.g. heart attack, car accident",,
unemployment rate,1198,quantity,portion of a workforce population that is not employed,,
mode of inheritance,1199,item,the manner in which a particular genetic trait or disorder is passed from one generation to the next,,
river basin category,1200,item,the category associated with the basin of a river,,
space tug,1201,item,"spacecraft vehicle designed to move the payload from a reference orbit to the target orbit, or direct it to an interplanetary trajectory",,
carries scientific instrument,1202,item,"scientific instruments carried by a vessel, satellite, or device that are not required for propelling or navigating",,
Finnish municipality number,1203,string,,,
portal's main topic,1204,item,primary topic of this portal,,
NUKAT authorities,1207,string,authority control number in the Polish union catalog,,
ISMN,1208,string,International Standard Music Number,,
GAPP Identifier,1209,string,"a number given by General Administration of Press and Publication, to identify newspaper and magazine in China",,
supercharger,1210,item,supercharger or turbocharger used by an engine,,
fuel system,1211,item,fuel system that an engine uses,,
Atlas ID,1212,string,ID in the Atlas database of the Louvre Museum,,
NLC authorities,1213,string,person identifier for National Library of China,,
Riksdagen person-id,1214,string,id-number at data.riksdagen.se,,
apparent magnitude,1215,quantity,apparent magnitude of an astronomic object,,
English Heritage list number,1216,string,number of the English Heritage list of buildings,,
Internet Broadway Database venue ID,1217,string,ID for each theatre or other venue,,
Internet Broadway Database production ID,1218,string,ID for a specific run of a show,,
Internet Broadway Database show ID,1219,string,ID for a play or other work (which may have had 1 or more productions),,
Internet Broadway Database person ID,1220,string,ID for personnel on Broadway,,
compressor type,1221,item,,,
NARA person ID,1222,string,,,
NARA organization ID,1223,string,,,
NARA geographic ID,1224,string,,,
NARA topical subject ID,1225,string,,,
NARA specific records type ID,1226,string,,,
astronomical filter,1227,item,passband used to isolate particular sections of the electromagnetic spectrum,,
Philippine Standard Geographic Code ID,1228,string,identifier for administrative divisions in the Philippines,,
Openpolis ID,1229,string,"page on Openpolis, a database of Italian politicians",,
JSTOR journal code,1230,string,philosophy of science,,
NARA catalogue record ID,1231,string,unique identifier for catalogue records,,
Linguist list code,1232,string,language code from Linguist list,,
ISFDB author ID,1233,string,ID number of a person in the Internet Speculative Fiction Database,,
ISFDB publication ID,1234,string,ID number of an edition of a publication in the Internet Speculative Fiction Database,,
ISFDB series ID,1235,string,"ID number of a series, periodical or franchise in the Internet Speculative Fiction Database",,
Parsons code,1236,string,Parsons code value for identifying music by melodic contours,,
Box Office Mojo film ID,1237,string,ID for a movie at the website Box Office Mojo,,
Swedish Football Association ID,1238,string,database of Swedish soccer players,,
ISFDB publisher ID,1239,string,ID number of a publisher in the Internet Speculative Fiction Database,,
Danish Bibliometric Research Indicator level,1240,string,,,
Swiss Football Association Club Number,1241,string,,,
Theatricalia play ID,1242,string,"Identifier for a theatrical work, in the Theatricalia database - http://theatricalia.com/",,
International Standard Recording Code,1243,string,,,
phone number (URL),1244,url,number dialed into a telephone to communicate with a specific entity,,
OmegaWiki Defined Meaning,1245,string,"""Defined Meaning"" on the site OmegaWiki",,
patent number,1246,string,string representing a patented invention,,
compression ratio,1247,quantity,compression ratio of an engine,,
KulturNav-id,1248,string,"authority posts for people, places, events, etc. of several Nordic museums",,
earliest written record,1249,time,first time a subject was mentioned in writing,,
Danish Bibliometric Research Indicator (BFI) SNO/CNO,1250,string,serial & conference identifier,,
ABS ASCL code,1251,string,Australian Standard Classification of Languages ID for languages,,
AUSTLANG code,1252,string,Australian Indigenous Languages Database language ID,,
BCU Ecrivainsvd,1253,string,identifier in the database of writers from the canton of Vaud,,
Slovenska biografija ID,1254,string,"ID in the ""Slovenska biografija"" reference project",,
Helveticarchives ID,1255,string,ID in the Swiss National Library's archive database,,
Iconclass notation,1256,string,The subject item is a definition of the theme represented by this iconclass code,,
depicts Iconclass notation,1257,string,the subject item has this iconclass code as its main theme,,
Rotten Tomatoes ID,1258,string,"ID on Rotten Tomatoes: must use prefix ""m/"" for movies, ""tv/"" for TV series, ""celebrity/"" for celebrities, ""critic/"" for film critics",,
coordinates of the point of view,1259,geo coordinate,"point from which the scene depicted by the element is seen (element can be a photo, a painting, etc.)",,
Cultural heritage database in Sweden,1260,string,,,
Rundata,1261,string,"database about runestones, mainly in Sweden, but stones in all of Europe, Greenland and U.S. can be found here",,
RA\u00c4-nummer,1262,string,database of the cultural heritage in Sweden,,
Notable Names Database identifier,1263,string,"ID in the Notable Names Database, a biographical database",,
valid in period,1264,item,time period when a statement is valid,,
AlloCin\u00e9 movie ID,1265,string,,,
AlloCin\u00e9 person ID,1266,string,,,
AlloCin\u00e9 serie ID,1267,string,,,
represents organisation,1268,item,organization that an entity represents,,
facet of,1269,item,the main aspect of this topic,,
Norway Database for Statistics on Higher education periodical ID,1270,string,identifier for academic journals,,
Norway Database for Statistics on Higher education publisher ID,1271,string,,,
Norway Import Service and Registration Authority periodical code,1272,string,,,
CANTIC,1273,string,Catalan authority control identifier managed by the National Library of Catalonia (BNC),,
ISFDB title ID,1274,string,ID for a title in the Internet Speculative Fiction Database,,
Norway Import Service and Registration Authority publisher code,1275,string,,,
Dictionnaire du Jura ID,1276,string,identifier in the encyclopedia Dictionnaire du Jura,,
Jufo ID,1277,string,identifier in a Finnish Publication Forum,,
Legal Entity Identifier,1278,string,string identifying a legally distinct entity per ISO 17442,,
inflation rate,1279,quantity,percent change in CPI in one year,,
CONOR identifier,1280,string,ID in the CONOR.SI database,,
WOEID,1281,string,location ID on Yahoo! GeoPlanet and Flickr,,
OpenStreetMap Tag or Key,1282,string,OpenStreetMap tagging schema (a Key:key or Tag:key=value),,
filmography,1283,item,list of films a person has contributed to,,
Munzinger IBA,1284,string,ID on the Munzinger Archiv,,
Munzinger Sport,1285,string,ID on the Munzinger Archiv,,
Munzinger Pop,1286,string,ID on the Munzinger Archiv,,
KDG Komponisten der Gegenwart,1287,string,ID on the Munzinger Archiv,,
KLG Kritisches Lexikon der Gegenwartsliteratur,1288,string,ID on the Munzinger Archiv,,
KLfG Kritisches Lexikon der fremdsprachigen Gegenwartsliteratur,1289,string,,,
godparent,1290,item,person who is the godparent of a given person,,
Association Authors of Switzerland ID,1291,string,ID in a Swiss database of modern writers,,
DNB editions,1292,string,ID in the German National Library catalogue (see also authority data P227),,
Royal Aero Club Aviator's Certificate ID,1293,string,,,
WWF ecoregion code,1294,string,identifier for ecoregions,,
emissivity,1295,quantity,ability of a substance to radiate energy,,
Gran Enciclop\u00e8dia Catalana ID,1296,string,Gran Enciclop\u00e8dia Catalana identifier,,
IRS Employer Identification Number,1297,string,number given to businesses by the United States Internal Revenue Service,,
depicted by,1299,item,object depicting this subject,,
bibcode,1300,string,bibcode for a journal,,
number of elevators,1301,quantity,number of elevators in a building,,
primary destinations,1302,item,major cities that a road serves,,
instrument,1303,item,instrument that a person plays,,
central bank,1304,item,country's central bank,,
Skyscraper Center ID,1305,string,building ID as used on the CTBUH's www.skyscrapercenter.com,,
China railway station telecode,1306,string,,,
Swiss parliament identifier,1307,string,IDs for members of the Swiss Parliament since 1848,,
officeholder,1308,item,person who holds an office,,
EGAXA identifier,1309,string,ID in Bibliotheca Alexandrina,,
statement disputed by,1310,item,entity that disputes a given statement,,
lostbridges.org ID,1311,string,database of covered bridges in the United States and Canada,,
has facet polytope,1312,item,"facet of a polytope, in the next-lower dimension",,
office held by head of government,1313,item,political office that is fulfilled by the head of the government of this item,,
number of spans,1314,quantity,number of spans a bridge has,,
People Australia identifier,1315,string,National Library of Australia party identifier (see also P409 for the older Libraries Australia identifier),,
SMDB ID,1316,string,identifier in the Swedish Media Database,,
floruit,1317,time,"when the person was known to be active or alive, when birth or death not documented (contrast with P585 and P746). Can have multiple values if the subject has produced works in multiple years",,
proved by,1318,item,person who proved something,,
earliest date,1319,time,earliest date at which an event could have happened,,
OpenCorporates ID,1320,string,"identifier for a corporation, in the OpenCorporates database",,
place of origin (Switzerland),1321,item,lieu d'origine of a Swiss national. Not be confused with place of birth or place of residence,,
dual to,1322,item,"dual of a polytope, graph or curve",,
Terminologia Anatomica 98,1323,string,Terminologia Anatomica (1998 edition) human anatomical terminology identifier,,
source code repository,1324,url,public source code repository,,
external data available at,1325,url,site where external data on a subject can be found,,
latest date,1326,time,latest possible time that something could have occurred,,
professional or sports partner,1327,item,person a professional or athlete works with,,
phone number,1329,string,property for phone number with String datatype until the URL datatype will support phone numbers (P1244),,
MusicBrainz instrument ID,1330,string,identifier for an instrument on the music encyclopedia MusicBrainz,,
PACE member ID,1331,string,ID for a member of the Parliamentary Assembly of the Council of Europe,,
northernmost point,1332,geo coordinate,northernmost point of a location. For an administrative entity this includes offshore islands,,
southernmost point,1333,geo coordinate,southernmost point of a place. For administrative entities this includes offshore islands,,
easternmost point,1334,geo coordinate,easternmost point of a location,,
westernmost point,1335,geo coordinate,westernmost point of a location,,
territory claimed by,1336,item,administrative divisions that claim control of a given area,,
EPSG ID,1338,string,,,
number of injured,1339,quantity,number of people with non-fatal injuries in an event,,
eye color,1340,item,color of the irises of a person's eyes,,
Italian Chamber of Deputies ID,1341,string,ID code from the Italian Chamber of Deputies for incumbent and former deputies,,
number of seats,1342,quantity,number of seats/members in an assembly (legislative house or similar),,
described by source,1343,item,dictionary or encyclopaedia where this item is described,,
participated in,1344,item,"event a person was a participant in, inverse of P710",,
number of victims,1345,quantity,number of victims of a serial killer,,
winner,1346,item,winner of an event,,
military casualty classification,1347,item,,,
AlgaeBase URL,1348,url,URL for the website AlgaeBase,,
ploidy,1349,item,ploidy of a genome,,
number of matches played,1350,quantity,,,
number of points/goals scored,1351,quantity,goals / points scored in a match used as qualifier to the participant. Use P1358 for league points.,,
ranking,1352,quantity,person's ranking in a sport,,
original spelling,1353,string,original spelling of a scientific name,,
shown with features,1354,item,features depicted in a work,,
matches won/games won,1355,quantity,number of matches or games won in a league or an event,,
matches lost/games lost,1356,quantity,number of matches or games lost in a league or an event,,
matches/games drawn/tied,1357,quantity,number of matches or games drawn or tied in a league or an event,,
points for,1358,quantity,number of points in a league table or decathlon. (Use P1351 for goals/points in a match),,
number of points/goals conceded,1359,quantity,points conceded or goals against (use in league table items),,
Monte Carlo Particle Number,1360,string,number given to each elementary particle,,
Anime News Network ID,1361,string,,,
Theaterlexikon der Schweiz,1362,string,online edition ID of the Theater Dictionary of Switzerland,,
points/goal scored by,1363,item,person who scored a point or goal in a game,,
ITTF ID,1364,string,ITTF table tennis player identifier,,
succeeds,1365,item,"person or state or other item who was replaced in an office, position, etc. Use P155 if the previous item was not replaced",,
succeeded by,1366,item,"person or state or item who replaces another in an office, position, etc. Use P156 if the item is not replaced e.g. books in a series",,
BBC Your Paintings,1367,string,authority control identifier for artists (creators of publicly owned oil paintings in the UK),,
LNB identifier,1368,string,National Library of Latvia code,,
Iranian National Heritage registration number,1369,string,registration number in the Iranian National Heritage database,,
ihsi identifier,1370,string,code for each of the Haitian administrative units,,
ASI Monument ID,1371,string,identifier assigned to monuments catalogued by the Archaeological Survey of India,,
binding of software library,1372,item,software library in another programming language provided by the subject software binding,,
daily ridership,1373,quantity,number of people riding a bus line in a given day,,
NSK identifier,1375,string,ID for the National and University Library in Zagreb,,
capital of,1376,item,"country, state, department, canton or other administrative division of which the municipality is the governmental seat",,
MTR station code,1377,string,Hong Kong station codes issued by MTR,,
China railway TMIS station code,1378,string,a five digit code for railway stations used in China railway system,,
uglybridges.com ID,1380,string,database based on the National Bridge Inventory. Lists every U.S. bridge over 20 feet (6 meters) long,,
bridgehunter.com ID,1381,string,database of historic bridges,,
coincident with,1382,item,"an object that is partially part of, but not fully part of (P361), the subject",,
contains settlement,1383,item,settlement which an administrative division contains,,
DEPRECATED - Oxford Biography Index Number,1384,string,Property deprecated - use P1415 instead,,
Enciclop\u00e9dia A\u00e7oriana ID,1385,string,entry in an Azores-themed encyclopedia,,
Japanese High School Code,1386,string,ID for Japanese high schools,,
political alignment,1387,item,political position within the political spectrum,,
German regional key,1388,string,,,
product certification,1389,item,"certification for a product, qualify with P1001 (""applies to jurisdiction"") if needed",,
match time of score (minutes),1390,quantity,minutes into a game when a goal is scored,,
Index Fungorum ID,1391,string,Identifier in Index Fungorum (see Q1860469),,
ComicBookDB ID,1392,string,identifier in a comic book database,,
proxy,1393,item,person authorized to act for another,,
Glottolog code,1394,string,language code in the Glottolog database,,
National Cancer Institute ID,1395,string,id at www.cancer.gov,,
Linguasphere code,1396,string,language code from Linguasphere Observatory,,
State Catalogue of Geographical Names identifier (Russia),1397,string,identifier in State Catalogue of Geographical Names (Russia),,
replaced by structure,1398,item,building/structure which replaced the subject building or structure at the same location,,
convicted of,1399,item,crime a person was convicted of,,
FCC Facility ID,1400,string,U.S. ID number for broadcast stations,,
bug report page,1401,url,"page where bugs, issues, and feature requests are filed for a particular software",,
Foundational Model of Anatomy ID,1402,string,unique identifier for human anatomical terminology,,
original combination,1403,item,for animals: the combination (binomen or trinomen) where the species-group name used in this taxon name was first published,,
World Glacier Inventory ID,1404,string,identifier in the World Glacier Inventory database,,
script directionality,1406,item,direction that a writing system goes in,,
MusicBrainz series ID,1407,string,series identifier per the MusicBrainz open music encyclopedia,,
licensed to broadcast to,1408,item,place that a radio/tv station is licensed/required to broadcast to,,
Cycling Archives Cyclist ID,1409,string,ID in the Cycling Archives,,
number of seats in legislature,1410,quantity,number of seats a political party has in a given legislature,,
nominated for,1411,item,"award nomination received by a person, organisation or creative work (inspired from ""award received"" (Property:P166))",,
languages spoken,1412,item,language(s) that a person speaks. Primarily used to indicate non-native languages,,
SFDb ID,1413,string,"identifier in a swedish film database. Type (like ""PERSON/"" or ""MOVIE/"") followed by ID Nr",,
GUI toolkit or framework,1414,item,framework or toolkit a program uses to display the graphical user interface,,
Oxford Biography Index Number,1415,string,"Authority control number used by Oxford University Press for online biographical resources, predominantly the Oxford Dictionary of National Biography",,
affiliation,1416,item,organization that a person is affiliated with,,
Encyclop\u00e6dia Britannica Online ID,1417,string,ID of an article in the online version of Encyclop\u00e6dia Britannica,,
orbits completed,1418,quantity,number of orbits a spacecraft has done around a body,,
shape,1419,item,geometric shape of an object,,
taxon synonym,1420,item,synonyms of the taxon name,,
GRIN URL,1421,url,ID in GRIN Taxonomy database,,
Sandrart.net ID,1422,string,"identifier in the web-based edition of Joachim von Sandrart\u2019s ""Teutscher Academie der Edlen Bau, Bild- und Mahlerey-K\u00fcnste"" (1675\u201380)",,
infobox's main topic,1423,item,primary topic of the subject template or infobox,,
topic's main infobox,1424,item,primary infobox or template of this subject,,
ecoregion (WWF),1425,item,ecoregion of the item (choose from WWF's list),,
journey origin,1427,item,"starting place of this journey, flight, voyage, trek, etc. (excl. spaceflight launch)",,
Lost Art-ID,1428,string,identifier in the Lost Art Internet Database,,
pet,1429,item,pet that a person owns,,
OpenPlaques identifier,1430,string,Identifier for a person in the OpenPlaques database - http://openplaques.org/,,
executive producer,1431,item,executive producer of a movie or TV show,,
b-side,1432,item,song/track which is the b-side of this single,,
published in,1433,item,larger work that a given work was published in,,
describes the fictional universe,1434,item,"the subject is a work describing a fictional universe, ie where the plot occurs in this universe.",,
heritage status,1435,item,the heritage status of a historical site,,
collection size,1436,quantity,number of items in a collection,,
plea,1437,item,"whether a person pleaded guilty, not guilty, etc.",,
Jewish Encyclopedia ID (Russian),1438,string,ID on the Electronic Jewish Encyclopedia (Elektronnaja Evrejskaja Entsiklopedia),,
Norsk filmografi ID,1439,string,"ID from Norsk filmografi, published by the National Library of Norway",,
Fide ID,1440,string,ID on the FIDE database for chess players,,
present in work,1441,item,work in which this fictional entity is present. See also P:1080 for in-universe information,,
grave picture,1442,Commons file,"picture of a person or animal's grave, gravestone or tomb",,
score method,1443,item,"qualifier of ""points/goal scored by (P1363)""",,
journey destination,1444,item,"intended destination for this journey, flight, sailing, exploration, etc.",,
fictional universe described in,1445,item,"to link a fictional universe with a work that describes it: <universe> ""described in the work:"" <work>",,
people missing,1446,quantity,"number of people missing after an event - qualify with ""point in time (P585)""",,
Sports Reference ID,1447,string,ID on the website sports-reference.com,,
official name,1448,monolingualtext,official name of the subject,,
nickname,1449,monolingualtext,the nickname of an entity,,
Sandbox Monolingual text,1450,monolingualtext,sandbox for testing the monolingual text datatype,,
motto,1451,monolingualtext,short motivation sentence associated to item (e.g. at the bottom of its coat of arms),,
catholic.ru ID,1453,string,identifier on the site catholic.ru,,
legal form,1454,item,legal form of an organization,,
list of works,1455,item,link to the article with the works of a person,,
list of monuments,1456,item,link to the list of heritage monuments in the place/area,,
absolute magnitude,1457,quantity,absolute magnitude of an astronomic object,,
